generation,N_shifts,logPrior,logLik,eventRate,acceptRate
763100000,1,-16.2598,-106.215,1.58659,0.518
763200000,1,-14.4535,-106.837,0.407242,0.550429
763300000,2,-26.363,-99.1345,1.11503,0.521944
763400000,2,-23.0653,-103.106,1.26294,0.483
763500000,1,-14.6017,-101.809,0.447238,0.5545
763600000,1,-16.3193,-97.9237,0.473615,0.5295
763700000,2,-22.6375,-98.3942,0.936378,0.605
763800000,3,-32.3649,-95.7257,2.26132,0.551
763900000,2,-22.9464,-111.599,1.31957,0.52
764000000,1,-15.4997,-100.428,0.63403,0.5469
764100000,1,-17.6603,-99.6461,2.51259,0.524143
764200000,3,-31.0871,-91.7729,0.8444,0.557833
764300000,2,-28.6282,-93.6951,1.89169,0.396
764400000,2,-27.1058,-100.664,1.92889,0.509
764500000,4,-42.583,-96.2411,0.782669,0.566
764600000,3,-32.766,-95.755,1.63295,0.5395
764700000,2,-23.9374,-101.007,1.73184,0.511
764800000,4,-39.6986,-89.7014,2.63821,0.594
764900000,1,-16.2277,-100.794,0.478176,0.553333
765000000,2,-22.5709,-98.383,0.24385,0.614
765100000,5,-47.9385,-98.393,2.85119,0.613
765200000,5,-51.8659,-81.8013,4.18456,0.547
765300000,2,-25.9526,-100.781,1.03087,0.502
765400000,3,-36.2704,-102.465,1.64325,0.5332
765500000,2,-23.0574,-99.3302,0.663417,0.511
765600000,1,-14.1535,-102.155,0.136858,0.4915
765700000,1,-16.3165,-98.6485,1.47516,0.520647
765800000,1,-14.4413,-100.777,0.491268,0.5502
765900000,2,-22.7542,-97.4809,1.71084,0.5265
766000000,4,-42.9692,-90.7567,2.8839,0.532781
766100000,3,-37.3745,-94.5537,2.01733,0.554
766200000,2,-24.5693,-89.8971,3.11381,0.459
766300000,6,-64.0005,-83.7671,3.80704,0.437
766400000,5,-50.0499,-89.136,3.84027,0.559
766500000,4,-40.9214,-87.4748,1.64164,0.529429
766600000,4,-47.2396,-91.8819,2.51734,0.589
766700000,7,-69.2126,-88.7568,4.28715,0.500667
766800000,3,-34.5212,-92.7083,3.58668,0.551
766900000,5,-52.1967,-93.0465,1.86563,0.518
767000000,1,-16.9979,-107.127,0.918027,0.45
767100000,1,-15.5753,-97.7768,0.778351,0.5235
767200000,8,-88.0554,-97.1503,6.55478,0.562
767300000,2,-22.3884,-96.2703,0.911583,0.521563
767400000,1,-15.4137,-100.342,1.11172,0.446
767500000,1,-17.4801,-103.477,1.35089,0.537455
767600000,4,-43.0742,-79.3944,2.57775,0.510533
767700000,1,-15.619,-101.781,0.49434,0.519
767800000,4,-40.4514,-93.091,1.34487,0.539
767900000,2,-23.737,-93.8401,1.76773,0.524
768000000,5,-53.6204,-81.3056,5.59779,0.544
768100000,6,-60.1233,-87.9766,1.98647,0.568
768200000,1,-16.4574,-98.8989,1.50713,0.4835
768300000,2,-26.0534,-94.2545,1.47637,0.559667
768400000,1,-15.0929,-98.948,0.713632,0.5145
768500000,1,-19.4752,-103.992,1.34463,0.407
768600000,1,-15.4426,-102.832,1.4962,0.5158
768700000,1,-15.6589,-100.943,0.369073,0.529
768800000,2,-25.4035,-98.9262,1.27977,0.5125
768900000,1,-15.8235,-98.4222,0.226526,0.492
769000000,4,-42.4269,-98.2963,1.73479,0.536333
769100000,1,-16.0139,-99.2177,1.07304,0.509
769200000,3,-35.645,-96.9899,2.93732,0.5425
769300000,2,-23.1047,-104.021,1.34262,0.5725
769400000,1,-15.548,-101.58,0.190451,0.561923
769500000,1,-15.733,-104.254,1.57602,0.484
769600000,5,-51.4014,-91.3372,1.91326,0.587
769700000,4,-39.7758,-91.9283,1.93837,0.54
769800000,2,-24.421,-94.2698,2.06456,0.548
769900000,3,-31.3175,-91.8144,0.908891,0.498
770000000,1,-15.4886,-100.789,0.526364,0.513909
770100000,7,-65.2015,-92.0414,4.76107,0.562
770200000,2,-22.8821,-102.249,1.12597,0.549
770300000,1,-18.0197,-103.529,3.93965,0.501
770400000,3,-33.4325,-95.0003,0.671799,0.534857
770500000,2,-24.7473,-106.202,1.4012,0.5215
770600000,3,-43.6711,-94.173,1.41549,0.524
770700000,2,-23.0474,-97.5557,1.29195,0.513
770800000,2,-23.1861,-101.098,1.0569,0.516
770900000,3,-32.9747,-95.8283,1.73984,0.519882
771000000,2,-25.0934,-106.364,0.420726,0.569
771100000,2,-23.8697,-99.2207,1.12047,0.513
771200000,2,-25.569,-97.6667,2.10595,0.6
771300000,7,-72.7808,-94.3376,3.48049,0.533645
771400000,2,-30.0498,-98.5403,2.13275,0.536
771500000,1,-15.027,-105.057,0.853213,0.4885
771600000,4,-44.1086,-97.9742,4.14639,0.567167
771700000,1,-14.4283,-100.101,0.373357,0.513833
771800000,1,-14.6743,-100.221,0.686681,0.522
771900000,5,-52.6413,-95.5833,2.57167,0.551
772000000,2,-27.8156,-98.3538,1.24858,0.5536
772100000,4,-39.5545,-83.929,0.889451,0.536385
772200000,1,-14.4765,-98.9894,0.53631,0.509
772300000,3,-30.2003,-94.8548,1.1222,0.556
772400000,2,-24.8448,-105.128,2.31069,0.531
772500000,2,-23.7891,-99.2735,0.508572,0.497375
772600000,2,-24.3289,-99.6978,2.3378,0.542455
772700000,2,-22.5782,-103.902,1.30294,0.534
772800000,2,-23.9842,-100.291,1.78228,0.521
772900000,1,-14.2253,-102.177,0.0975505,0.476
773000000,3,-33.4488,-90.5611,1.26635,0.517667
773100000,2,-22.6899,-99.5934,0.352668,0.515
773200000,2,-24.4416,-98.0507,2.02461,0.496
773300000,3,-32.3394,-102.287,2.03304,0.539762
773400000,1,-16.1991,-101.841,2.06366,0.481
773500000,2,-23.8071,-101.347,1.01472,0.528947
773600000,1,-15.0789,-101.039,0.820721,0.477
773700000,2,-25.0397,-97.6513,0.797633,0.544571
773800000,2,-24.6532,-98.5038,1.81409,0.545
773900000,2,-28.0479,-95.1006,3.67939,0.517
774000000,1,-14.49,-103.643,0.238335,0.496
774100000,3,-34.5646,-92.7935,3.67805,0.53
774200000,8,-82.2214,-94.9886,3.36379,0.579333
774300000,6,-60.5641,-85.6912,3.0388,0.566
774400000,2,-23.1423,-99.3657,0.808427,0.5495
774500000,8,-77.8688,-88.0702,4.36348,0.5775
774600000,2,-25.9195,-96.9877,2.88074,0.569187
774700000,3,-31.4801,-101.815,1.89051,0.531
774800000,2,-24.5169,-96.2324,1.85992,0.5135
774900000,2,-25.2166,-102.057,2.50838,0.538
775000000,5,-52.788,-97.2486,3.05954,0.527786
775100000,4,-44.1532,-97.1261,3.32583,0.501
775200000,5,-52.2986,-99.0377,2.49768,0.553
775300000,1,-15.4443,-99.0676,1.36659,0.53575
775400000,5,-53.6509,-95.3397,3.11031,0.541
775500000,3,-30.8347,-93.7229,1.35453,0.616
775600000,2,-23.2986,-95.9519,0.660522,0.5825
775700000,1,-17.411,-101.402,2.39875,0.511
775800000,2,-24.0139,-103.416,1.343,0.5265
775900000,4,-43.7613,-99.6917,2.51026,0.573667
776000000,2,-24.7714,-90.4676,1.57997,0.49
776100000,4,-50.2635,-98.9257,2.90347,0.587
776200000,3,-34.2276,-100.373,1.3654,0.5466
776300000,2,-24.4052,-100.578,1.44571,0.4965
776400000,5,-48.8042,-97.5618,3.61382,0.583286
776500000,1,-14.9655,-102.482,0.748868,0.508
776600000,1,-17.3435,-98.7493,1.39392,0.532286
776700000,4,-43.0786,-101.071,1.78828,0.558143
776800000,1,-15.3963,-101.14,0.772707,0.5465
776900000,1,-16.5215,-99.5158,0.630449,0.530538
777000000,3,-34.2549,-100.737,1.7523,0.492
777100000,1,-14.5416,-102.986,0.188718,0.509
777200000,1,-14.4057,-99.5185,0.085755,0.541
777300000,2,-23.0636,-90.7393,0.805712,0.461
777400000,3,-32.56,-91.9037,1.26351,0.555
777500000,2,-26.6812,-94.6669,1.123,0.518
777600000,3,-34.1993,-91.8808,0.631179,0.484
777700000,1,-15.8637,-100.838,0.939337,0.517
777800000,1,-14.5925,-101.048,0.552046,0.539476
777900000,1,-14.3346,-101.004,0.443471,0.537
778000000,3,-31.9049,-99.0863,3.53084,0.539
778100000,1,-14.9447,-99.8574,0.0313876,0.53
778200000,1,-14.5391,-99.1615,0.570239,0.508
778300000,1,-15.0893,-99.5315,0.338556,0.52
778400000,3,-35.2103,-96.598,4.77384,0.505
778500000,1,-17.7326,-101.427,0.610012,0.482
778600000,4,-41.0625,-87.4633,1.69801,0.5495
778700000,4,-41.669,-88.0351,1.02185,0.514
778800000,1,-15.4076,-101.932,0.298748,0.469
778900000,1,-16.4412,-100.452,0.691521,0.502
779000000,6,-63.1271,-87.9922,5.35375,0.537833
779100000,1,-15.1371,-101.295,0.988096,0.516
779200000,3,-31.6242,-99.2079,0.721239,0.546
779300000,2,-26.3257,-92.8462,1.96237,0.540692
779400000,3,-32.9447,-95.2011,3.35855,0.591
779500000,2,-22.1681,-103.366,1.18676,0.508
779600000,4,-42.3083,-90.035,2.75115,0.526
779700000,3,-31.3358,-98.3488,1.42008,0.535
779800000,1,-15.976,-101.179,1.83438,0.4995
779900000,2,-27.2224,-99.0499,1.18137,0.541682
780000000,7,-72.8912,-82.1191,4.81937,0.46
780100000,2,-25.6089,-96.6294,1.51191,0.561625
780200000,1,-15.022,-104.112,0.52339,0.5416
780300000,1,-16.1702,-99.5416,0.991277,0.5055
780400000,3,-34.3969,-97.6504,0.881372,0.602
780500000,3,-34.3243,-96.1485,1.51164,0.477
780600000,1,-14.9825,-100.441,1.02852,0.532679
780700000,2,-27.2928,-101.219,1.71976,0.515667
780800000,3,-29.9086,-97.2869,1.07818,0.457
780900000,1,-14.8661,-101.485,0.758878,0.5426
781000000,1,-15.8515,-100.568,0.765146,0.475
781100000,3,-38.7795,-98.3762,3.93324,0.566
781200000,1,-15.8647,-105.164,1.39079,0.5076
781300000,1,-16.38,-101.812,2.31718,0.5185
781400000,3,-31.7825,-99.4947,1.72606,0.559
781500000,4,-43.558,-105.622,2.40502,0.581
781600000,2,-23.5732,-99.9897,0.48855,0.552667
781700000,1,-14.9814,-105.601,0.681008,0.487
781800000,2,-25.166,-95.5546,0.360907,0.573
781900000,2,-24.5921,-101.799,1.32406,0.571429
782000000,1,-15.3715,-103.56,0.785074,0.466
782100000,4,-44.4645,-91.5419,4.87199,0.521
782200000,1,-16.2804,-101.86,1.60299,0.543
782300000,3,-31.2768,-94.3419,1.7912,0.541
782400000,3,-31.114,-89.5019,1.36282,0.499
782500000,2,-25.696,-97.6944,1.55289,0.573
782600000,1,-16.4687,-97.7801,1.47923,0.5195
782700000,1,-15.7567,-105.928,0.890115,0.507
782800000,2,-22.3997,-98.8199,0.752905,0.484
782900000,2,-26.3371,-97.5303,2.30969,0.5128
783000000,5,-49.6788,-96.3079,2.98495,0.558
783100000,2,-24.3592,-96.4488,1.03786,0.522
783200000,1,-15.5069,-99.2931,1.49643,0.502667
783300000,2,-22.332,-95.8588,0.457907,0.5595
783400000,1,-17.0661,-102.152,2.5111,0.473
783500000,5,-45.5228,-84.2017,1.95511,0.558917
783600000,2,-24.8585,-94.7546,1.75376,0.565
783700000,3,-33.1007,-102.487,1.59966,0.5277
783800000,5,-51.4889,-90.9997,3.07058,0.555
783900000,2,-24.7671,-96.7022,0.458965,0.52875
784000000,5,-52.092,-93.2915,2.88338,0.5766
784100000,3,-30.7238,-102.522,1.67677,0.586
784200000,1,-16.364,-102.611,1.82195,0.493
784300000,3,-34.7781,-100.65,0.749841,0.4135
784400000,1,-18.0627,-101.959,2.90249,0.534727
784500000,1,-15.1048,-107.641,0.756969,0.502
784600000,1,-17.0847,-99.3235,0.806914,0.562316
784700000,1,-15.5116,-98.6085,0.463845,0.508429
784800000,3,-34.3761,-100.375,2.46994,0.475
784900000,7,-71.0532,-83.2551,4.6725,0.48
785000000,1,-15.183,-101.991,0.975328,0.580667
785100000,1,-16.3046,-101.552,1.96499,0.491
785200000,2,-22.4667,-93.9688,0.84942,0.577
785300000,6,-59.6357,-93.2691,3.79273,0.576
785400000,4,-46.2943,-96.4166,2.94844,0.595
785500000,1,-14.8954,-103.293,0.584957,0.520421
785600000,4,-43.541,-97.7827,3.10856,0.562
785700000,5,-54.72,-94.5794,3.12263,0.54225
785800000,2,-28.6835,-103.398,4.43385,0.496
785900000,4,-43.0766,-94.7097,3.51576,0.503
786000000,9,-93.6258,-87.0049,3.84254,0.566
786100000,2,-32.5023,-99.4784,2.25765,0.55
786200000,2,-24.2896,-96.3834,0.818292,0.5495
786300000,2,-25.5235,-95.4778,0.837136,0.5565
786400000,2,-22.9195,-96.12,1.18009,0.511286
786500000,5,-50.4561,-95.3014,3.37848,0.567
786600000,4,-39.8632,-95.2401,1.9542,0.5607
786700000,1,-15.6172,-100.062,0.850662,0.525
786800000,3,-37.4819,-93.5489,1.71463,0.529
786900000,2,-23.8838,-103.026,0.467859,0.5594
787000000,1,-15.1018,-97.2975,0.09502,0.553
787100000,4,-44.6287,-97.8257,2.72762,0.553143
787200000,3,-34.0418,-93.4669,1.27786,0.5464
787300000,2,-22.3641,-104.718,1.04553,0.548
787400000,1,-15.924,-96.7307,1.58128,0.479
787500000,2,-23.8489,-96.7204,0.554214,0.495
787600000,4,-41.238,-98.9095,3.05329,0.586
787700000,1,-16.9441,-102.318,2.58944,0.527143
787800000,1,-14.5799,-103.945,0.452481,0.469
787900000,1,-18.3359,-96.6,2.31495,0.479
788000000,1,-14.8844,-101.155,0.662319,0.504
788100000,5,-50.4964,-98.1666,4.08233,0.636
788200000,2,-23.9371,-95.1458,1.39163,0.54295
788300000,3,-35.2249,-94.278,3.25639,0.55325
788400000,3,-32.7678,-101.812,1.09425,0.557368
788500000,1,-15.8626,-101.466,0.818664,0.513
788600000,3,-32.2562,-106.811,1.99793,0.566
788700000,1,-15.524,-100.743,0.847331,0.516083
788800000,2,-23.2429,-100.871,1.40983,0.532625
788900000,2,-24.5829,-99.7303,2.1692,0.5565
789000000,2,-25.5729,-105.485,1.14721,0.5455
789100000,2,-27.2914,-103.011,3.33844,0.44
789200000,4,-42.6664,-94.4441,2.08729,0.52
789300000,3,-30.2608,-95.3936,0.578784,0.567
789400000,3,-34.3594,-95.9191,0.615948,0.529143
789500000,4,-40.864,-80.4887,2.01847,0.5265
789600000,4,-41.1585,-91.4936,1.3459,0.578
789700000,2,-34.5131,-94.8757,1.72767,0.568667
789800000,1,-16.0591,-100.343,1.95675,0.569857
789900000,1,-16.6385,-98.8381,1.00731,0.504
790000000,1,-15.5737,-106.984,1.13777,0.538
790100000,2,-23.4634,-101.045,0.937467,0.5388
790200000,1,-19.1037,-103.541,1.7894,0.54
790300000,1,-17.1775,-98.8126,1.0998,0.532333
790400000,1,-14.2721,-104.692,0.245957,0.478
790500000,1,-14.9856,-99.8321,0.724005,0.522
790600000,7,-71.3642,-97.6624,3.47961,0.546
790700000,1,-14.9144,-102.961,0.504773,0.537333
790800000,4,-40.0811,-97.716,2.67898,0.585
790900000,3,-38.3417,-98.8417,4.35456,0.529667
791000000,3,-32.4048,-93.6646,0.983183,0.558
791100000,2,-28.8399,-101.435,2.26163,0.56
791200000,1,-15.4079,-102.588,0.591044,0.56
791300000,2,-32.008,-94.0853,1.46037,0.469
791400000,3,-34.2935,-96.885,2.74557,0.546222
791500000,1,-14.692,-100.742,0.518963,0.482
791600000,5,-54.0216,-97.7442,4.46741,0.593
791700000,1,-15.6669,-101.256,1.00928,0.504
791800000,2,-23.9499,-94.8514,0.591543,0.553571
791900000,2,-26.1064,-101.859,3.68411,0.518
792000000,1,-15.2993,-101.52,1.03842,0.5425
792100000,2,-22.0719,-100.151,0.464646,0.552
792200000,1,-16.8153,-98.3899,1.56398,0.52
792300000,1,-15.9216,-103.201,0.737976,0.542
792400000,1,-14.8838,-104.112,0.17593,0.497
792500000,1,-14.6518,-99.7822,0.488958,0.509857
792600000,3,-32.0894,-95.4837,2.29513,0.57
792700000,4,-41.065,-91.7311,1.11922,0.561
792800000,7,-67.1344,-87.8162,4.11118,0.568
792900000,1,-15.1589,-104.479,0.961926,0.493
793000000,1,-16.3452,-104.072,1.23449,0.496
793100000,6,-62.669,-90.8999,4.19568,0.511636
793200000,1,-14.3787,-100.136,0.348808,0.522
793300000,2,-24.4564,-99.8982,1.59824,0.532
793400000,4,-40.7902,-89.4486,1.53504,0.5604
793500000,6,-56.7116,-90.4835,3.58227,0.55
793600000,3,-32.6458,-95.5712,2.96931,0.488
793700000,2,-23.6121,-98.3131,1.17854,0.459
793800000,1,-16.32,-101.031,1.19254,0.484
793900000,3,-34.1221,-96.5058,3.86206,0.519
794000000,2,-26.3364,-93.9491,1.57734,0.552
794100000,4,-41.2712,-103.094,2.23155,0.584
794200000,3,-33.0199,-95.8445,2.42881,0.573333
794300000,1,-16.6172,-100.749,2.25969,0.553
794400000,1,-14.8232,-105.401,0.704463,0.493
794500000,5,-50.2661,-95.2379,1.8918,0.51
794600000,2,-23.9739,-99.1724,1.2719,0.497
794700000,3,-32.7458,-84.7478,1.49548,0.514
794800000,3,-31.1928,-96.9855,1.88637,0.533583
794900000,3,-34.4154,-90.006,2.97388,0.553444
795000000,2,-25.8275,-97.3741,2.13541,0.546
795100000,5,-53.1124,-83.3405,1.71919,0.506375
795200000,2,-24.6679,-96.9716,1.39709,0.544333
795300000,5,-50.8453,-77.3941,5.52589,0.53
795400000,1,-20.1109,-100.393,2.41167,0.5128
795500000,2,-27.0478,-102.383,0.589935,0.503
795600000,2,-23.7731,-92.8952,0.479079,0.536
795700000,3,-33.43,-98.7698,1.01658,0.514
795800000,1,-17.1669,-98.4858,0.947224,0.511333
795900000,2,-27.6817,-96.7462,2.55016,0.5
796000000,2,-23.6906,-100.669,0.704476,0.525
796100000,2,-27.7188,-102.991,1.09453,0.545769
796200000,1,-15.5258,-98.9897,1.41914,0.514842
796300000,3,-39.8336,-103.264,2.4608,0.539333
796400000,5,-51.5288,-86.4503,2.07065,0.521462
796500000,5,-52.0431,-89.8148,2.66693,0.549889
796600000,1,-14.8444,-105.212,0.697,0.5225
796700000,5,-61.858,-100.107,3.56557,0.516667
796800000,2,-24.4345,-103.864,1.15872,0.493
796900000,1,-15.8093,-100.188,1.27792,0.53
797000000,1,-15.4827,-98.6985,0.547243,0.51
797100000,2,-25.5027,-98.7856,0.764137,0.523333
797200000,2,-23.721,-105.647,0.758178,0.507
797300000,4,-42.0397,-96.6688,2.07531,0.597
797400000,1,-14.866,-101.301,0.784793,0.553
797500000,1,-14.3159,-99.3732,0.164805,0.493
797600000,3,-32.843,-92.6747,1.36925,0.53
797700000,1,-14.3405,-100.337,0.0937768,0.569
797800000,1,-17.7849,-107.625,2.49752,0.569
797900000,3,-37.3655,-102.321,2.23421,0.5176
798000000,2,-26.0533,-98.4007,0.671969,0.4905
798100000,3,-32.9593,-92.3228,1.57704,0.57
798200000,1,-15.5914,-99.9846,0.309078,0.522
798300000,2,-21.3335,-100.714,0.276903,0.551
798400000,3,-32.3715,-92.9437,0.893564,0.556
798500000,2,-25.448,-95.6898,3.76896,0.464
798600000,2,-24.3636,-99.4413,0.817243,0.49925
798700000,3,-31.2746,-99.2471,2.42721,0.596
798800000,3,-38.9583,-97.3779,3.99275,0.488
798900000,5,-49.8529,-105.606,2.97128,0.589
799000000,5,-45.6199,-81.4612,1.93418,0.5708
799100000,1,-15.8273,-97.6571,0.585481,0.492
799200000,2,-22.8621,-89.0122,0.832653,0.494
799300000,2,-23.2298,-92.8672,1.3725,0.576
799400000,3,-31.5436,-92.497,2.22316,0.504
799500000,3,-31.7049,-91.416,1.3466,0.51625
799600000,2,-25.2614,-99.2287,2.6455,0.532333
799700000,3,-32.8964,-88.6755,1.80735,0.497667
799800000,1,-15.3311,-103.523,0.791191,0.529
799900000,1,-18.9951,-101.096,0.915841,0.521
800000000,4,-43.1148,-85.3269,3.42701,0.5354
800100000,5,-51.2837,-87.6398,5.17914,0.543
800200000,1,-15.2914,-100.671,0.230094,0.505
800300000,3,-36.7953,-102.251,3.13423,0.560625
800400000,2,-26.5698,-98.4557,1.94805,0.519889
800500000,1,-16.2748,-99.5605,1.03206,0.454
800600000,2,-25.2142,-100.024,2.04192,0.463
800700000,2,-25.175,-92.8564,1.44767,0.437
800800000,1,-15.1733,-99.6071,0.897076,0.508
800900000,3,-33.4819,-98.3065,2.17776,0.573
801000000,2,-23.1564,-97.8631,0.864594,0.599
801100000,1,-15.1375,-101.341,0.740633,0.484667
801200000,1,-16.3105,-100.575,1.3683,0.508
801300000,3,-31.9146,-97.6923,1.71001,0.498
801400000,1,-15.605,-102.07,0.674079,0.5449
801500000,3,-36.2879,-89.3791,3.2366,0.526
801600000,1,-15.1053,-110.585,0.929904,0.515
801700000,1,-19.0667,-98.3466,2.69077,0.527027
801800000,2,-25.6057,-101.251,0.280084,0.535
801900000,4,-45.0173,-94.7902,3.60514,0.545
802000000,1,-18.3394,-101.333,3.92138,0.477
802100000,2,-24.7005,-101.323,1.497,0.550933
802200000,6,-64.7979,-88.0368,2.98596,0.474111
802300000,1,-14.9887,-102.932,0.603718,0.528
802400000,1,-14.8972,-101.681,0.889388,0.481
802500000,2,-24.0808,-97.6748,0.690955,0.497
802600000,3,-35.7961,-94.3606,4.70134,0.541
802700000,6,-66.7353,-93.2526,4.05847,0.540429
802800000,1,-17.5534,-102.898,0.998011,0.474
802900000,1,-14.8956,-101.264,0.41176,0.539
803000000,1,-14.6485,-101.036,0.518151,0.506
803100000,2,-24.3246,-99.7169,1.88001,0.517
803200000,1,-16.8517,-98.0116,2.7217,0.526818
803300000,4,-49.2719,-93.8524,4.71558,0.5898
803400000,2,-28.0018,-97.0076,2.26103,0.517333
803500000,1,-15.5872,-101.04,1.67834,0.49425
803600000,2,-24.6699,-104.939,1.01259,0.534571
803700000,2,-26.3311,-100.327,2.80751,0.57875
803800000,3,-34.5697,-94.2772,1.81921,0.571667
803900000,1,-15.3739,-98.8149,1.14444,0.467
804000000,1,-15.5422,-97.9038,1.19889,0.5425
804100000,1,-15.4116,-99.2698,1.14819,0.507
804200000,2,-27.8522,-97.9565,1.28483,0.547571
804300000,1,-19.1666,-98.2143,3.247,0.507
804400000,3,-34.8635,-99.898,3.01863,0.561
804500000,2,-25.645,-99.8147,2.93852,0.526
804600000,1,-15.7168,-99.5677,1.07447,0.502
804700000,2,-24.3502,-97.7617,1.77639,0.5185
804800000,1,-16.0979,-101.868,1.41367,0.607
804900000,2,-24.708,-101.014,0.919921,0.51625
805000000,3,-33.568,-93.6601,3.08927,0.517
805100000,3,-33.5868,-91.551,1.30472,0.561667
805200000,2,-25.403,-101.084,1.14025,0.535
805300000,2,-23.6601,-100.444,1.23739,0.548571
805400000,4,-42.7317,-89.1062,3.13068,0.4876
805500000,3,-35.3232,-97.2176,1.52891,0.53075
805600000,7,-69.9452,-89.2919,2.88358,0.567
805700000,2,-25.1644,-98.842,0.99291,0.5124
805800000,3,-37.7209,-98.3514,0.725261,0.522889
805900000,1,-15.1564,-99.1532,0.680123,0.515
806000000,3,-34.0773,-93.026,1.46098,0.548
806100000,2,-25.4369,-103.378,2.05413,0.5325
806200000,3,-33.4582,-93.1235,3.64981,0.531
806300000,3,-29.9936,-100.085,1.4763,0.552
806400000,1,-15.126,-101.111,1.17571,0.527
806500000,2,-24.299,-103.032,2.19529,0.53475
806600000,4,-45.0351,-94.5644,0.82766,0.551
806700000,2,-24.6499,-102.914,1.80401,0.518588
806800000,1,-15.7271,-99.9512,0.65436,0.48
806900000,1,-14.8629,-101.768,0.753273,0.5
807000000,1,-17.3282,-98.6461,0.920985,0.543
807100000,6,-60.8223,-94.6697,4.64375,0.568667
807200000,3,-33.294,-99.3673,3.24379,0.570083
807300000,2,-24.5217,-95.4885,0.35185,0.536
807400000,2,-24.2201,-101.079,2.10783,0.493
807500000,1,-15.821,-108.444,0.693312,0.518
807600000,5,-52.1018,-79.1653,3.00976,0.497
807700000,4,-46.8158,-84.8429,1.81866,0.439
807800000,6,-57.6638,-97.4182,5.12235,0.5782
807900000,1,-14.8826,-99.8924,0.255875,0.551
808000000,2,-23.1962,-94.5687,1.95005,0.526941
808100000,3,-32.4699,-97.7527,1.56448,0.547
808200000,5,-51.008,-89.0369,2.84912,0.5775
808300000,2,-25.4246,-97.8891,1.56465,0.57
808400000,2,-25.4727,-95.7286,2.58201,0.535
808500000,2,-22.3133,-98.9601,1.20232,0.51375
808600000,2,-21.3768,-100.537,0.289907,0.594
808700000,3,-32.4076,-101.504,2.29357,0.569
808800000,3,-34.8409,-89.6411,1.2827,0.484
808900000,4,-46.5165,-93.1094,4.7862,0.487
809000000,4,-47.0847,-101.148,1.29924,0.5355
809100000,4,-45.0436,-93.8794,3.38371,0.568
809200000,1,-15.1449,-99.824,0.691095,0.506
809300000,2,-22.8696,-98.1419,0.579712,0.5492
809400000,1,-14.9876,-102.954,1.00222,0.510385
809500000,2,-24.4286,-103.397,1.70521,0.5195
809600000,2,-25.9325,-98.0807,3.32927,0.475
809700000,4,-42.1205,-106.429,1.53517,0.5695
809800000,1,-14.5558,-104.18,0.258069,0.523
809900000,2,-22.2878,-101.123,0.365976,0.53325
810000000,2,-26.6657,-96.6629,3.25016,0.524
810100000,1,-17.7677,-100.395,1.29059,0.543
810200000,4,-43.4122,-99.8634,2.25848,0.492
810300000,4,-43.5386,-101.727,3.16683,0.573063
810400000,1,-14.6372,-105.349,0.346435,0.494
810500000,3,-31.2211,-89.3451,1.34655,0.493
810600000,2,-26.8972,-104.671,2.07156,0.55
810700000,2,-24.4378,-102.31,1.85908,0.471
810800000,3,-34.864,-102.276,1.06369,0.494
810900000,1,-17.6344,-99.9096,2.79854,0.5
811000000,2,-25.5978,-103.894,1.81628,0.528333
811100000,2,-22.8073,-100.231,0.976172,0.53
811200000,5,-49.3777,-92.4979,1.91587,0.554
811300000,2,-22.8865,-112.132,0.912567,0.523
811400000,5,-51.979,-88.7858,5.10352,0.521
811500000,1,-16.2467,-103.929,1.45775,0.536
811600000,5,-50.5546,-86.1312,3.77977,0.543
811700000,1,-15.6543,-97.8039,0.390973,0.503
811800000,3,-33.1268,-97.8402,1.93316,0.5232
811900000,7,-70.8795,-82.1668,5.73153,0.523
812000000,1,-14.8746,-101.603,0.347504,0.496
812100000,6,-63.5432,-100.41,6.64005,0.585
812200000,2,-26.4421,-100.437,3.37612,0.495
812300000,2,-26.7679,-98.4827,1.7201,0.510333
812400000,2,-22.6067,-101.114,0.624283,0.492
812500000,2,-25.2951,-101.329,2.28777,0.524
812600000,1,-18.6886,-97.4687,0.734677,0.502417
812700000,2,-28.4707,-101.318,1.09468,0.516
812800000,3,-36.5133,-98.0426,0.724816,0.544
812900000,1,-16.4049,-101.242,1.02045,0.512
813000000,3,-31.7741,-101.012,1.92021,0.572667
813100000,3,-32.9223,-95.3859,1.53415,0.503
813200000,2,-22.7769,-97.4102,0.602201,0.512111
813300000,1,-18.0384,-104.731,3.81141,0.465
813400000,2,-26.2843,-100.873,4.08496,0.5302
813500000,1,-17.4352,-102.686,0.771434,0.536
813600000,3,-34.5001,-95.8335,1.94646,0.585
813700000,3,-33.1003,-86.3125,1.89113,0.49725
813800000,3,-34.2642,-94.8127,2.5806,0.533
813900000,3,-35.2008,-83.9127,2.91507,0.478
814000000,2,-26.08,-99.2138,2.96795,0.462
814100000,3,-32.2976,-99.6528,0.940725,0.543
814200000,1,-15.246,-100.602,0.766247,0.51775
814300000,2,-26.447,-103.363,1.08315,0.566182
814400000,1,-16.4189,-97.6987,2.08,0.527667
814500000,1,-16.1579,-104.843,0.337912,0.446
814600000,3,-34.4959,-95.5771,1.82665,0.5288
814700000,2,-25.4199,-97.2486,1.70153,0.505
814800000,1,-14.7191,-104.566,0.0939699,0.52
814900000,3,-34.6225,-95.7641,0.905067,0.519333
815000000,1,-14.9813,-100.716,0.392969,0.499125
