generation,N_shifts,logPrior,logLik,eventRate,acceptRate
158900000,1,-17.3972,-99.818,1.32753,0.524
159000000,3,-37.236,-104.413,4.42594,0.522077
159100000,2,-25.9313,-94.4647,0.703289,0.502286
159200000,5,-56.3101,-90.8828,4.24869,0.56325
159300000,1,-15.1071,-99.2952,0.226952,0.497
159400000,2,-28.2924,-105.476,0.240009,0.5255
159500000,2,-24.8472,-92.1793,0.751852,0.541667
159600000,1,-18.5195,-105.548,2.0104,0.47
159700000,4,-40.6334,-96.361,1.36943,0.551
159800000,5,-51.2065,-92.5331,1.96894,0.485857
159900000,3,-34.6665,-94.5406,3.12846,0.532346
160000000,3,-37.3461,-96.3863,2.5147,0.53
160100000,1,-14.9409,-100.051,0.983758,0.51
160200000,2,-23.6261,-99.0645,0.757833,0.586
160300000,6,-59.3667,-86.593,2.94431,0.515286
160400000,3,-31.034,-94.1344,0.617669,0.52
160500000,1,-16.7229,-102.598,1.29007,0.486
160600000,2,-26.2603,-101.214,0.989209,0.546
160700000,6,-60.1117,-84.0428,3.88226,0.4885
160800000,1,-15.7131,-97.4449,1.11297,0.491
160900000,2,-27.5382,-99.9914,2.79368,0.436
161000000,2,-25.3451,-94.3074,3.17581,0.476
161100000,3,-32.2021,-101.087,1.08029,0.582
161200000,1,-17.8821,-101.922,0.871165,0.508
161300000,3,-33.6234,-94.5307,2.50393,0.554
161400000,4,-40.4138,-101.204,1.81097,0.516
161500000,2,-26.418,-95.3258,0.640903,0.508333
161600000,2,-24.5991,-99.5564,2.15508,0.49825
161700000,1,-15.2505,-101.489,0.977544,0.5205
161800000,2,-24.8044,-98.6644,1.71353,0.511
161900000,2,-24.0914,-98.4879,2.16007,0.499
162000000,3,-33.3828,-88.6479,2.70811,0.503
162100000,3,-30.959,-98.5898,1.6622,0.513
162200000,1,-16.2276,-99.8323,1.37165,0.537
162300000,2,-23.1903,-98.0623,1.89358,0.525719
162400000,3,-33.3499,-100.262,2.18761,0.471
162500000,3,-32.7945,-96.9849,2.4397,0.449
162600000,6,-55.5909,-92.119,3.21997,0.535692
162700000,5,-52.7743,-87.8193,2.83001,0.492
162800000,2,-26.1763,-97.3019,1.31212,0.526
162900000,1,-16.4328,-102.082,0.631695,0.494
163000000,2,-25.0713,-102.09,2.18065,0.484
163100000,2,-26.0071,-104.225,2.67205,0.541286
163200000,4,-44.0479,-89.9194,1.69934,0.5495
163300000,1,-14.4096,-103.264,0.398401,0.486
163400000,3,-33.2871,-103.659,2.95287,0.529571
163500000,5,-52.4436,-97.164,2.04372,0.5685
163600000,2,-25.6954,-90.2689,1.91235,0.54
163700000,1,-15.0575,-101.069,0.372287,0.568
163800000,2,-24.7406,-102.331,1.4808,0.492273
163900000,2,-24.055,-98.1748,1.14142,0.509222
164000000,3,-33.1015,-92.5559,2.63719,0.582333
164100000,3,-32.4965,-94.253,1.19898,0.5449
164200000,2,-24.6339,-100.003,2.37731,0.555
164300000,3,-32.4407,-94.074,2.24618,0.506
164400000,3,-30.7472,-94.0074,1.37578,0.537
164500000,2,-27.5853,-96.8333,0.953848,0.529
164600000,2,-23.7574,-101.517,0.902994,0.498
164700000,1,-15.9593,-98.8117,1.1132,0.52516
164800000,2,-26.7625,-97.4599,1.45799,0.48
164900000,4,-44.0767,-98.7177,2.46921,0.526286
165000000,1,-14.3863,-100.599,0.442337,0.547067
165100000,3,-35.3888,-90.2779,2.39678,0.484
165200000,1,-17.4159,-100.256,1.58045,0.48
165300000,2,-22.9028,-100.54,0.737473,0.539
165400000,1,-16.9696,-102.891,2.08317,0.54275
165500000,3,-32.4147,-103.32,0.712533,0.591
165600000,2,-23.7116,-104.793,0.72118,0.553
165700000,1,-15.8513,-99.307,0.888275,0.5
165800000,1,-16.7705,-98.7637,0.0999425,0.526
165900000,2,-22.733,-100.634,0.885033,0.547333
166000000,4,-39.3622,-89.2472,1.34102,0.545125
166100000,4,-44.4856,-102.568,3.48254,0.623
166200000,3,-32.477,-96.963,1.86765,0.584
166300000,1,-14.4138,-102.934,0.087689,0.546889
166400000,3,-31.6322,-103.524,2.17956,0.584
166500000,1,-14.9397,-103.513,1.00329,0.5495
166600000,2,-26.5412,-90.5288,4.53582,0.48
166700000,1,-14.163,-99.9887,0.0563168,0.558889
166800000,6,-59.5738,-104.852,2.53716,0.55
166900000,1,-19.5522,-98.6049,3.2274,0.474
167000000,6,-61.1049,-81.2841,5.40891,0.5866
167100000,2,-27.8988,-103.409,0.19627,0.505875
167200000,2,-23.736,-96.7091,2.20777,0.51
167300000,1,-15.2124,-105.459,0.659183,0.435
167400000,1,-14.705,-99.8128,0.35913,0.5394
167500000,3,-35.3417,-99.3893,2.92887,0.473
167600000,1,-17.5946,-98.8718,2.04622,0.467
167700000,2,-24.9155,-96.4389,1.71444,0.547
167800000,1,-15.8981,-97.645,0.953073,0.518
167900000,1,-15.1178,-102.971,1.10888,0.56
168000000,6,-55.5906,-99.0191,1.94568,0.542864
168100000,2,-24.3979,-102.712,0.466662,0.509
168200000,2,-23.4477,-99.2923,0.967522,0.523
168300000,4,-42.6463,-97.6699,3.65499,0.531
168400000,4,-45.1285,-96.3201,2.39245,0.538
168500000,1,-14.9213,-100.706,0.639869,0.562
168600000,2,-22.7031,-97.8028,0.693833,0.564
168700000,1,-14.7892,-101.809,0.812232,0.5561
168800000,1,-16.9227,-99.6709,1.17356,0.499
168900000,2,-23.7137,-94.7417,1.58489,0.542
169000000,1,-16.9362,-97.1953,1.09424,0.519
169100000,1,-16.2283,-101.84,0.587031,0.526429
169200000,1,-14.7754,-99.5702,0.30774,0.527
169300000,2,-24.9072,-96.1904,1.58836,0.515
169400000,2,-28.3826,-99.4504,1.89628,0.52
169500000,1,-15.1852,-100.129,0.91528,0.518875
169600000,2,-24.8907,-99.3474,1.8245,0.543
169700000,1,-16.8629,-104.128,1.91798,0.53545
169800000,3,-33.9552,-97.0486,1.7417,0.505333
169900000,3,-32.0916,-96.2464,0.420882,0.573
170000000,3,-33.3835,-98.7056,1.01716,0.519385
170100000,2,-23.1197,-100.363,0.810578,0.503
170200000,3,-33.5201,-98.6871,2.71736,0.565833
170300000,3,-29.2727,-92.8585,0.736863,0.461
170400000,7,-68.0404,-101.096,4.06133,0.532333
170500000,1,-15.3614,-103.987,1.18413,0.505
170600000,3,-35.6343,-97.3742,1.57106,0.447
170700000,3,-32.512,-95.4554,3.25802,0.509444
170800000,3,-32.1028,-95.4255,1.37718,0.543
170900000,1,-17.0832,-102.132,1.29685,0.493
171000000,2,-25.5483,-91.6211,1.25423,0.524667
171100000,3,-32.4181,-95.4361,2.02944,0.53
171200000,4,-39.3646,-96.7469,1.78915,0.526
171300000,5,-55.1303,-93.0602,4.46321,0.5375
171400000,1,-14.6308,-99.0838,0.653317,0.512
171500000,4,-42.5096,-94.9843,3.89122,0.536
171600000,4,-42.4414,-91.9244,2.51392,0.535273
171700000,2,-28.6964,-104.709,2.10278,0.541
171800000,1,-15.4404,-107.622,1.2137,0.451
171900000,4,-42.975,-93.2514,4.28851,0.543
172000000,3,-35.5158,-92.0994,3.78313,0.565
172100000,2,-23.2795,-95.1037,1.8635,0.515
172200000,1,-16.0068,-102.192,0.415542,0.492833
172300000,1,-16.4804,-104.491,2.20602,0.478
172400000,2,-23.8111,-96.7071,0.963846,0.533
172500000,2,-22.3971,-96.8367,0.340057,0.484
172600000,3,-34.9952,-95.1616,1.51101,0.516
172700000,1,-18.0806,-97.378,0.877594,0.54
172800000,2,-23.7717,-104.266,0.474729,0.546
172900000,1,-14.1225,-99.1517,0.172137,0.534
173000000,5,-51.4666,-98.8374,2.42155,0.536647
173100000,3,-35.3457,-100.253,1.45031,0.549
173200000,1,-15.2438,-103.974,0.920547,0.490667
173300000,1,-15.0944,-101.139,0.335133,0.5205
173400000,4,-42.0405,-91.9541,2.24476,0.5455
173500000,2,-22.3091,-97.1818,0.253438,0.526
173600000,1,-14.855,-100.735,0.792996,0.511
173700000,4,-43.866,-89.3088,4.90382,0.516
173800000,2,-21.3291,-94.418,0.364268,0.561
173900000,2,-28.9515,-104.347,1.24984,0.547
174000000,1,-18.0863,-98.7661,2.39644,0.473
174100000,1,-16.976,-99.2374,1.54821,0.526667
174200000,7,-76.8104,-92.8851,4.3326,0.55
174300000,1,-17.3938,-98.4641,1.49816,0.5359
174400000,2,-25.3,-100.539,0.976271,0.52
174500000,5,-51.8941,-94.8345,3.9974,0.608
174600000,1,-16.2263,-99.9863,0.786116,0.559111
174700000,4,-40.5085,-89.3698,2.12633,0.525062
174800000,1,-16.2098,-101.317,1.24587,0.513
174900000,4,-41.3927,-91.8744,3.23006,0.591
175000000,1,-15.4249,-105.216,0.505864,0.516
175100000,2,-25.0421,-103.84,1.44074,0.5085
175200000,2,-22.663,-97.941,1.10153,0.556
175300000,2,-22.5125,-100.063,1.20821,0.55125
175400000,3,-31.9475,-101.139,0.55446,0.462
175500000,1,-14.4226,-100.82,0.417126,0.527
175600000,2,-23.4076,-103.164,0.40281,0.554714
175700000,1,-16.0243,-98.079,0.74959,0.494
175800000,1,-14.212,-101.36,0.226473,0.51525
175900000,3,-30.7951,-101.319,0.775236,0.58
176000000,4,-39.5122,-87.5295,1.62043,0.509
176100000,4,-41.4729,-102.724,3.19056,0.467
176200000,3,-30.1828,-86.2116,1.14165,0.505
176300000,4,-43.238,-87.4283,2.30991,0.506
176400000,4,-46.6396,-95.2195,3.54893,0.602
176500000,3,-32.0388,-99.0156,0.826591,0.508
176600000,4,-38.7178,-91.6468,1.37572,0.482333
176700000,5,-51.5532,-89.2096,4.03043,0.488
176800000,1,-15.6013,-102.523,1.16921,0.512
176900000,2,-22.6703,-102.592,0.972956,0.5102
177000000,2,-22.5961,-99.0169,0.740589,0.54
177100000,1,-15.7606,-102.891,1.47429,0.510083
177200000,2,-22.3916,-102.151,1.37363,0.577
177300000,4,-40.3529,-94.999,1.57758,0.501667
177400000,1,-19.0484,-107.159,3.00255,0.482
177500000,3,-31.7053,-97.8127,1.81952,0.530833
177600000,3,-36.6909,-91.9274,2.99619,0.51875
177700000,1,-15.168,-105.44,0.565742,0.483
177800000,1,-17.1437,-102.301,1.02305,0.524667
177900000,1,-19.3333,-101.481,0.84763,0.524
178000000,1,-17.9863,-97.2732,1.50735,0.454
178100000,1,-20.082,-98.7695,1.73809,0.4905
178200000,1,-16.7882,-104.956,0.496054,0.515
178300000,2,-25.8027,-97.626,3.71368,0.528833
178400000,4,-43.3539,-98.6574,4.69466,0.497
178500000,1,-16.2991,-98.6702,1.67511,0.575929
178600000,2,-24.0015,-104.744,1.05846,0.545
178700000,1,-17.3012,-102.058,3.02298,0.5332
178800000,2,-25.8855,-102.087,2.68229,0.495
178900000,2,-23.077,-96.2299,1.80045,0.55825
179000000,2,-23.2802,-100.407,2.26723,0.512875
179100000,1,-16.5308,-103.699,0.630258,0.413
179200000,1,-15.3939,-103.246,0.681267,0.509429
179300000,2,-23.8966,-100.412,1.43654,0.494
179400000,2,-25.6603,-99.0233,1.55186,0.494
179500000,4,-41.6534,-95.9656,3.0075,0.469
179600000,1,-14.5824,-99.5384,0.641021,0.526333
179700000,3,-31.6762,-87.5869,1.74259,0.493
179800000,2,-23.1744,-94.0103,0.643317,0.522
179900000,3,-31.5608,-99.5112,0.576581,0.496
180000000,4,-43.183,-84.5495,1.51525,0.490417
180100000,5,-54.1102,-90.9675,1.87055,0.548
180200000,1,-15.7358,-101.481,1.70189,0.487
180300000,2,-24.8898,-94.6019,1.47417,0.587
180400000,4,-39.8867,-83.3097,3.12875,0.481
180500000,1,-16.9488,-98.2424,2.19059,0.513
180600000,2,-25.1843,-98.437,0.85911,0.513
180700000,3,-33.0078,-102.7,1.22903,0.5628
180800000,3,-36.0472,-93.8015,3.17085,0.535
180900000,4,-44.9529,-92.9511,3.15823,0.547
181000000,1,-16.2466,-99.9669,1.08027,0.528667
181100000,1,-16.1442,-100.853,1.15293,0.574
181200000,1,-14.9263,-100.304,0.964816,0.488
181300000,1,-14.2906,-99.8759,0.110157,0.494
181400000,5,-49.9944,-89.4476,3.44315,0.55
181500000,1,-17.7017,-103.128,1.86133,0.522
181600000,2,-23.6287,-98.4714,1.04854,0.469
181700000,3,-31.2661,-93.1937,2.04558,0.586
181800000,1,-14.9539,-102.395,0.973757,0.53575
181900000,6,-56.3912,-96.3189,4.08942,0.607
182000000,3,-35.2594,-91.0989,1.33824,0.5455
182100000,4,-45.9424,-84.7742,2.27933,0.571
182200000,2,-26.1351,-97.1594,1.67986,0.559
182300000,1,-16.5405,-102.276,1.21231,0.512
182400000,1,-17.2768,-97.0671,2.28353,0.467
182500000,3,-36.6379,-89.1199,4.23035,0.504
182600000,2,-25.3877,-100.465,1.97575,0.49
182700000,1,-15.0589,-102.26,0.7928,0.49
182800000,3,-35.6782,-97.5414,3.62355,0.509846
182900000,3,-32.7793,-85.4305,1.48176,0.478
183000000,4,-39.4558,-84.6762,1.11182,0.526667
183100000,2,-22.8138,-101.294,1.44965,0.521
183200000,2,-23.1935,-102.496,0.608186,0.510333
183300000,2,-22.8941,-96.9952,1.2726,0.527
183400000,1,-17.0329,-101.949,1.72639,0.516
183500000,1,-14.4269,-100.583,0.438688,0.535
183600000,3,-31.8709,-89.8994,1.34222,0.527
183700000,1,-15.552,-97.5781,0.778156,0.5
183800000,2,-24.1676,-96.7,1.59622,0.482
183900000,1,-15.5236,-101.183,0.30874,0.518
184000000,1,-17.0957,-102.646,1.60849,0.512
184100000,6,-62.2168,-84.6834,6.49629,0.55
184200000,3,-35.9691,-99.3668,2.35858,0.49
184300000,1,-14.6404,-104.428,0.125966,0.428
184400000,6,-59.7632,-95.3602,2.27685,0.585
184500000,3,-34.1863,-99.9566,3.11966,0.532
184600000,1,-16.1273,-98.758,1.18548,0.5135
184700000,2,-25.5716,-96.9014,0.789012,0.538
184800000,1,-15.7344,-102.138,1.64661,0.509
184900000,3,-34.4916,-97.9182,2.93388,0.495
185000000,1,-17.0191,-100.583,2.2555,0.458
185100000,3,-33.6554,-102.206,1.53995,0.543
185200000,3,-30.6627,-91.4099,1.07036,0.58
185300000,1,-16.9424,-100.07,2.65246,0.586
185400000,4,-43.1572,-93.027,2.72156,0.561
185500000,3,-34.1491,-95.971,1.37041,0.507333
185600000,5,-56.1196,-97.6769,2.28556,0.545
185700000,4,-44.5095,-97.3724,1.3538,0.539
185800000,4,-39.5606,-95.4432,2.00574,0.5405
185900000,3,-33.5539,-98.7027,1.14667,0.552259
186000000,1,-15.1881,-101.784,0.51436,0.446
186100000,2,-24.6177,-93.7257,1.49606,0.5035
186200000,4,-42.8944,-93.5312,1.74427,0.5315
186300000,3,-31.963,-96.0884,1.23417,0.538
186400000,1,-16.667,-101.714,2.25921,0.521
186500000,3,-33.0908,-97.799,2.47364,0.527
186600000,2,-26.5995,-95.3539,1.63058,0.516
186700000,1,-17.3184,-99.8021,0.755716,0.541
186800000,1,-16.0869,-101.211,1.99509,0.492
186900000,1,-15.1897,-102.052,1.00928,0.504333
187000000,3,-33.8815,-97.4145,3.66643,0.567
187100000,3,-34.512,-96.4601,3.38372,0.479
187200000,2,-22.1523,-100.358,0.386565,0.513
187300000,2,-24.2106,-107.143,1.89553,0.473
187400000,3,-34.4978,-95.4434,3.63807,0.5815
187500000,4,-41.7298,-97.8852,3.38135,0.549
187600000,2,-24.4417,-99.1462,1.37812,0.516
187700000,5,-49.77,-90.5306,1.89642,0.565
187800000,1,-16.8353,-101.199,0.115274,0.483
187900000,3,-35.0739,-97.8415,1.56334,0.536048
188000000,2,-28.2908,-98.59,0.98193,0.5068
188100000,1,-16.5735,-102.349,0.542369,0.558
188200000,1,-15.8449,-102.892,1.29411,0.495
188300000,3,-32.0484,-95.0786,0.896715,0.467
188400000,1,-15.1707,-102.323,0.876209,0.503
188500000,4,-40.4876,-95.6008,0.88269,0.481
188600000,1,-16.5217,-100.466,2.31938,0.557
188700000,3,-32.8863,-100.933,1.48759,0.534
188800000,3,-32.5616,-89.4537,0.559536,0.422
188900000,6,-60.5452,-87.2221,4.54007,0.564
189000000,3,-33.5648,-101.251,2.01874,0.532071
189100000,1,-16.0339,-101.275,1.27535,0.492
189200000,2,-26.5821,-102.656,1.43521,0.524
189300000,1,-14.5182,-100.08,0.43263,0.467
189400000,1,-16.5563,-100.937,0.913675,0.5452
189500000,2,-24.4584,-99.9359,0.738299,0.557
189600000,1,-14.5324,-101.483,0.48247,0.472
189700000,2,-27.0176,-93.8065,2.32104,0.48925
189800000,3,-31.7062,-94.8128,1.35348,0.529
189900000,2,-23.4822,-95.3265,1.91099,0.521
190000000,1,-16.2915,-100.374,2.32027,0.5316
190100000,3,-32.807,-97.8805,1.86637,0.484
190200000,3,-31.9455,-90.2859,2.28816,0.573
190300000,5,-50.8153,-92.5448,2.30219,0.556
190400000,1,-15.0128,-103.466,0.944654,0.537636
190500000,3,-32.1984,-95.2634,2.3587,0.549111
190600000,1,-15.8794,-97.7249,0.51593,0.586
190700000,1,-17.244,-99.5658,1.37926,0.529969
190800000,6,-66.6601,-91.2444,5.20764,0.577
190900000,3,-33.2302,-89.4593,1.40735,0.485
191000000,3,-36.5461,-92.815,2.97698,0.607
191100000,4,-46.1566,-93.998,3.00082,0.48
191200000,2,-24.3564,-95.7142,2.22695,0.483
191300000,4,-40.5221,-93.4891,2.2416,0.491333
191400000,7,-74.7381,-78.1836,5.22351,0.532
191500000,1,-18.8343,-101.742,3.16424,0.471
191600000,5,-54.1937,-84.8167,1.69237,0.495
191700000,2,-25.8528,-101.313,2.36711,0.551
191800000,1,-16.8192,-98.049,1.06647,0.503
191900000,2,-22.7107,-99.8833,0.502469,0.476905
192000000,3,-33.334,-92.545,1.57042,0.572
192100000,2,-24.7701,-98.5064,2.47157,0.553
192200000,3,-32.2601,-100.071,1.06093,0.489
192300000,4,-41.4724,-90.0712,1.67487,0.534
192400000,1,-16.0682,-98.4767,0.345447,0.536905
192500000,6,-58.4223,-92.8107,3.43623,0.581
192600000,1,-17.8709,-103.943,2.84706,0.489
192700000,3,-34.7341,-101.522,3.92188,0.523
192800000,5,-54.7211,-93.0351,2.649,0.55675
192900000,3,-32.8992,-97.005,2.97406,0.5735
193000000,3,-38.0556,-95.6713,3.22266,0.524
193100000,2,-22.3418,-93.9571,1.12512,0.529
193200000,1,-18.3235,-100.995,2.18995,0.548
193300000,5,-53.2301,-92.3118,4.8075,0.5576
193400000,2,-22.8456,-97.2053,0.318025,0.528
193500000,1,-16.7761,-100.307,0.516156,0.511
193600000,2,-23.5008,-98.9864,0.930433,0.517
193700000,2,-25.3627,-93.5161,2.66173,0.526
193800000,1,-14.7153,-100.477,0.321516,0.523
193900000,2,-22.4121,-90.8864,0.253089,0.501625
194000000,4,-45.466,-95.9981,1.93548,0.552
194100000,5,-52.2143,-88.8353,1.4066,0.56
194200000,1,-14.5743,-101.424,0.603925,0.571
194300000,6,-64.4365,-83.7778,3.83696,0.5155
194400000,5,-55.0137,-98.3739,5.68661,0.558333
194500000,6,-58.8987,-80.4961,4.42409,0.544
194600000,2,-25.7243,-108.442,2.32634,0.495
194700000,3,-36.0154,-96.1227,1.14068,0.5576
194800000,3,-31.4178,-96.5387,1.34394,0.540077
194900000,2,-26.9891,-102.749,0.542325,0.542
195000000,1,-14.9091,-99.5736,0.756705,0.52
195100000,1,-14.7945,-98.0218,0.211624,0.472
195200000,1,-15.298,-102.587,0.443129,0.518571
195300000,3,-36.2998,-94.9405,1.05336,0.5564
195400000,2,-23.3645,-94.1077,0.516908,0.5235
195500000,1,-16.2016,-105.723,1.9605,0.527167
195600000,2,-22.7341,-103.13,0.821834,0.4975
195700000,4,-43.9965,-94.7239,2.08351,0.617
195800000,2,-23.0231,-99.5715,0.944496,0.5126
195900000,1,-16.1048,-102.96,0.537958,0.518333
196000000,1,-14.9038,-102.975,0.0704805,0.5135
196100000,1,-15.5129,-100.968,0.316663,0.51225
196200000,4,-41.1382,-86.7476,1.77729,0.527
196300000,7,-71.4126,-85.0906,2.06928,0.514
196400000,2,-25.8178,-93.1732,1.22985,0.524333
196500000,1,-14.9266,-102.262,0.601423,0.477
196600000,1,-15.9653,-99.8149,1.2821,0.478
196700000,5,-54.1393,-91.6377,2.10948,0.5344
196800000,2,-29.4862,-100.808,4.23405,0.4765
196900000,2,-22.7248,-111.795,0.472133,0.513
197000000,1,-15.9897,-104.028,1.49848,0.484833
197100000,2,-25.8566,-92.6215,0.331867,0.502
197200000,2,-25.9113,-100.267,2.57373,0.4965
197300000,3,-31.0755,-102.223,1.54691,0.5106
197400000,1,-15.9677,-99.3182,1.35311,0.521
197500000,2,-26.4878,-98.8255,0.168753,0.498
197600000,4,-44.2026,-98.2015,2.33821,0.545333
197700000,1,-14.5336,-101.315,0.405484,0.536
197800000,2,-25.2428,-102.227,2.07498,0.4985
197900000,4,-45.2542,-97.8273,3.23143,0.529
198000000,2,-22.7687,-100.357,1.31208,0.517
198100000,2,-24.4182,-103.153,0.796486,0.535875
198200000,3,-32.4242,-97.226,2.59562,0.547
198300000,1,-15.3337,-99.5024,0.247182,0.468
198400000,1,-15.2459,-104.704,0.230125,0.511
198500000,1,-17.1705,-99.8826,2.88305,0.544
198600000,3,-33.6164,-96.812,1.3938,0.528889
198700000,1,-16.7766,-98.8442,1.13169,0.528
198800000,3,-32.413,-92.0539,2.68593,0.513667
198900000,4,-41.6096,-98.8935,4.16454,0.540667
199000000,1,-15.2553,-100.551,1.1972,0.468
199100000,1,-14.5732,-101.734,0.159616,0.530474
199200000,2,-22.914,-103.751,0.83204,0.517364
199300000,2,-22.8477,-101.292,1.5704,0.540174
199400000,4,-43.5819,-93.0598,1.9562,0.512
199500000,7,-68.9951,-84.4327,3.86638,0.547
199600000,2,-28.5779,-100.558,1.28866,0.5505
199700000,2,-24.0776,-96.9915,1.59668,0.507
199800000,1,-15.9098,-105.083,1.36074,0.481
199900000,5,-51.6546,-91.6968,1.56758,0.506917
200000000,2,-23.8735,-94.8051,1.20164,0.531
200100000,1,-15.6386,-103.708,1.09987,0.5062
200200000,5,-54.0532,-92.9408,5.54944,0.538333
200300000,3,-30.8023,-84.9075,0.629672,0.527
200400000,5,-49.9786,-79.7251,2.85924,0.535
200500000,4,-46.6774,-95.4479,2.20302,0.525
200600000,1,-16.9362,-103.33,0.422923,0.52
200700000,2,-25.7494,-96.134,0.898798,0.538125
200800000,3,-32.4701,-94.4659,1.6933,0.5
200900000,6,-60.4929,-94.6564,3.46809,0.486
201000000,2,-30.5226,-99.5688,2.54186,0.559077
201100000,3,-34.5351,-96.338,2.92623,0.56
201200000,1,-16.4264,-103.894,1.14397,0.519
201300000,3,-32.8651,-91.209,1.70056,0.562879
201400000,1,-17.6419,-101.821,1.80842,0.608
201500000,2,-26.6509,-99.0422,4.17799,0.548
201600000,1,-17.7139,-100.611,1.21829,0.453
201700000,2,-23.6123,-99.5426,1.05397,0.561
201800000,4,-41.5765,-90.7567,2.15612,0.546
201900000,6,-64.1823,-94.9469,4.78314,0.582
202000000,3,-34.094,-98.9406,3.54498,0.521
202100000,5,-54.0422,-94.038,3.2886,0.478
202200000,2,-23.254,-97.6659,0.767606,0.533
202300000,2,-23.4145,-101.219,1.41966,0.574
202400000,1,-14.732,-98.1625,0.131012,0.527
202500000,2,-23.9364,-96.594,2.73878,0.486429
202600000,5,-53.7203,-84.9238,3.45435,0.451
202700000,2,-25.5784,-99.4756,1.43815,0.513
202800000,1,-14.6247,-100.366,0.703052,0.54365
202900000,2,-25.0555,-102.449,2.10231,0.497
203000000,2,-23.7962,-93.8232,1.36964,0.609
203100000,3,-36.8829,-91.6657,2.89555,0.548
203200000,2,-24.6786,-95.8677,2.94495,0.446
203300000,2,-24.7199,-90.2057,1.06632,0.532556
203400000,3,-37.5314,-91.5582,1.03568,0.525
203500000,1,-15.5889,-103.63,1.59856,0.467
203600000,7,-62.3968,-81.1687,4.17491,0.534
203700000,1,-15.1176,-107.689,0.815346,0.521143
203800000,2,-23.1008,-96.3782,1.16124,0.513
203900000,1,-15.2015,-101.386,1.14355,0.54725
204000000,5,-47.0211,-91.0485,1.49623,0.5148
204100000,2,-22.1067,-95.9467,0.786797,0.509417
204200000,1,-15.132,-101.746,1.15518,0.486
204300000,1,-16.6935,-106.767,0.940177,0.513286
204400000,9,-90.1505,-91.7537,4.6209,0.517833
204500000,1,-15.3599,-100.028,1.23489,0.487
204600000,2,-24.3423,-99.1739,1.17957,0.517
204700000,3,-32.6863,-95.4822,2.17463,0.576
204800000,4,-40.9094,-83.9521,1.12156,0.510222
204900000,2,-24.7276,-96.2719,1.36436,0.557
205000000,4,-41.1259,-94.6704,1.10652,0.526
205100000,1,-14.7514,-101.394,0.520442,0.495
205200000,3,-31.295,-96.7329,1.31325,0.585
205300000,1,-15.1254,-99.8278,0.767388,0.506267
205400000,4,-44.6742,-99.9627,4.31669,0.569
205500000,4,-39.6146,-98.0362,1.44138,0.549364
205600000,5,-53.1246,-81.2261,4.71563,0.494278
205700000,1,-17.8019,-99.0994,1.34331,0.521667
205800000,5,-50.7829,-88.0047,5.11321,0.582
205900000,1,-15.8773,-96.8744,1.26516,0.471
206000000,2,-24.7782,-95.6017,0.916047,0.57
206100000,1,-15.4919,-107.992,0.772228,0.4784
206200000,1,-14.9814,-103.885,0.751146,0.496
206300000,1,-15.6904,-99.107,0.945554,0.444
206400000,5,-51.5638,-91.9288,2.59619,0.552
206500000,1,-15.3872,-100.533,0.637459,0.516
206600000,6,-60.3754,-94.7227,3.37284,0.591
206700000,4,-43.4286,-93.1172,2.23427,0.47675
206800000,1,-15.6788,-103.802,1.07699,0.478
206900000,3,-33.6403,-108.241,1.49785,0.5295
207000000,6,-61.3741,-87.8132,3.10654,0.494
207100000,3,-41.5673,-100.483,2.72379,0.527
207200000,2,-24.2184,-98.0396,0.731628,0.561
207300000,1,-14.8066,-105.408,0.831185,0.518714
207400000,2,-24.4716,-100.42,1.99165,0.515048
207500000,6,-63.1363,-90.5602,4.40401,0.585
207600000,1,-15.7837,-100.468,0.973207,0.511
207700000,5,-54.3767,-96.1769,2.54331,0.593
207800000,2,-26.3951,-97.5515,0.870861,0.532
207900000,1,-17.2137,-104.241,0.627248,0.423
208000000,2,-24.4082,-104.718,0.61899,0.552
208100000,1,-15.0208,-104.421,0.184246,0.54095
208200000,1,-14.5956,-101.214,0.169405,0.495
208300000,2,-25.9453,-104.326,3.1148,0.509
208400000,2,-26.4549,-98.8482,1.6243,0.523538
208500000,1,-15.5807,-101.714,1.38519,0.473
208600000,2,-24.9954,-99.9623,0.861931,0.581
208700000,2,-26.3785,-94.9479,2.16092,0.574
208800000,2,-27.1544,-100.577,1.18626,0.606
208900000,1,-15.7073,-105.323,1.56615,0.519
209000000,3,-32.2694,-93.8715,1.31814,0.496
209100000,1,-14.3812,-103.035,0.0703623,0.534
209200000,1,-14.7191,-101.311,0.715039,0.505667
209300000,1,-18.1808,-99.2036,1.02789,0.501
209400000,3,-36.5363,-100.235,1.87519,0.6
209500000,3,-32.5303,-98.067,0.690228,0.521111
209600000,2,-27.858,-102.45,2.19916,0.516
209700000,1,-15.0262,-100.312,0.701174,0.565923
209800000,4,-44.6256,-92.8294,2.40375,0.574
209900000,3,-37.2314,-95.8504,3.04694,0.579
210000000,5,-48.2369,-90.6101,2.08739,0.565
210100000,1,-16.845,-100.009,1.17357,0.448
210200000,3,-31.2337,-97.0852,2.0244,0.528
210300000,2,-24.26,-99.6103,0.461071,0.476
210400000,2,-23.5127,-101.362,0.665219,0.534
210500000,1,-15.0246,-101.966,0.429301,0.545
210600000,4,-41.4883,-86.6825,3.86293,0.48
210700000,1,-14.824,-104.885,0.872815,0.521
210800000,2,-23.3988,-99.8668,1.17291,0.4945
210900000,1,-14.575,-114.695,0.354558,0.538
