generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
385700000,Psychidae,Dryadaulidae,1.56725,10.5786,-0.155268,1.64653,0
385800000,Hydroptilidae,Micropterigidae,0,2.70097,0.0139777,0.262682,0
385800000,Psychidae,Dryadaulidae,1.59089,5.50177,0.22317,0.0526525,0
385900000,Hydroptilidae,Micropterigidae,0,2.63453,0.0239866,0.390256,0
385900000,Micropterigidae,NA,1.37641,0.616463,0.0430716,1.22625,0
385900000,Psychidae,Dryadaulidae,1.5336,8.55921,-0.200916,0.124703,0
386000000,Hydroptilidae,Micropterigidae,0,2.4073,0.101554,0.232263,0
386000000,Agathiphagidae,NA,1.35018,1.88165,0.187725,2.76565,0
386000000,Nymphalidae,NA,2.49584,30.6361,-0.43244,20.2383,0
386000000,Psychidae,Dryadaulidae,1.60989,6.45411,0.0908447,0.0306025,0
386100000,Hydroptilidae,Micropterigidae,0,2.7404,0.0572777,0.516495,0
386100000,Autostichidae,Cosmopterigidae,2.44165,37.5247,0.28177,23.699,0
386100000,Psychidae,Dryadaulidae,1.54601,11.066,-0.354321,0.375757,0
386200000,Hydroptilidae,Micropterigidae,0,2.16129,0.223177,0.393453,0
386200000,Lophocoronidae,NA,2.82397,16.4092,0.245954,31.6949,0
386200000,Psychidae,Dryadaulidae,1.59055,6.52916,0.101395,0.254074,0
386300000,Hydroptilidae,Micropterigidae,0,2.33744,0.0989328,0.182532,0
386300000,Micropterigidae,NA,2.59678,4.4163,-0.488566,4.62617,0
386300000,Roeslerstammiidae,Urodidae,1.76589,10.9418,-0.517361,0.0104769,0
386400000,Hydroptilidae,Micropterigidae,0,4.41561,-0.175331,0.714901,0
386400000,Roeslerstammiidae,Urodidae,1.80248,10.0806,-0.370324,0.140763,0
386500000,Hydroptilidae,Micropterigidae,0,3.4644,-0.0570976,0.232018,0
386500000,Hepialidae,NA,2.2992,17.4212,-0.000100777,14.1111,0
386500000,Heterobathmiidae,NA,2.21475,4.38958,0.305465,10.6161,0
386500000,Psychidae,Dryadaulidae,1.61308,7.68385,-0.0289699,0.0056467,0
386500000,Epicopeiidae,NA,2.80236,20.5812,0.445142,21.0149,0
386600000,Hydroptilidae,Micropterigidae,0,5.13344,-0.44966,0.116899,0
386600000,Hydroptilidae,Hydropsychidae,0.145871,8.8416,0.298093,9.5126,0
386600000,Notodontidae,Erebidae,2.27743,23.6515,-0.149564,10.9155,0
386600000,Meessiidae,Psychidae,1.39639,4.79145,0.491943,0.376032,0
386700000,Hydroptilidae,Micropterigidae,0,1.66072,0.524273,0.27007,0
386700000,Roeslerstammiidae,Urodidae,1.76437,15.5685,-0.928189,0.300574,0
386800000,Hydroptilidae,Micropterigidae,0,2.64831,0.120243,0.212775,0
386800000,Agathiphagidae,NA,2.76151,5.29791,-0.128774,29.8593,0
386800000,Acanthopteroctetidae,NA,2.50798,3.14957,-0.133752,5.90785,0
386800000,Notodontidae,NA,2.6254,15.9602,-0.124914,6.33606,0
386800000,Leptoceridae,NA,2.62039,27.4415,-0.45222,16.9829,0
386800000,Roeslerstammiidae,Urodidae,1.75908,11.3856,-0.618479,0.00203016,0
386900000,Hydroptilidae,Micropterigidae,0,3.12132,-0.0265232,0.423284,0
386900000,Psychidae,Dryadaulidae,1.59614,14.4996,-0.414091,2.78626,0
387000000,Hydroptilidae,Micropterigidae,0,2.37655,0.043992,0.0388153,0
387000000,Roeslerstammiidae,Urodidae,1.78465,7.31036,0.0910683,0.412181,0
387100000,Hydroptilidae,Micropterigidae,0,2.51174,0.0531662,0.1293,0
387100000,Agathiphagidae,NA,2.01184,0.530951,0.156131,3.79707,0
387100000,Heterobathmiidae,NA,1.36785,3.97207,0.257879,5.30171,0
387100000,Roeslerstammiidae,NA,2.93123,4.34297,0.0517329,16.0171,0
387100000,Agathiphagidae,NA,2.79855,5.64089,-0.0889246,0.0973378,0
387100000,Uraniidae,NA,3.06112,0.679102,0.183628,9.95365,0
387100000,Roeslerstammiidae,Urodidae,1.77668,7.84774,-0.0532508,0.0192411,0
387200000,Hydroptilidae,Micropterigidae,0,3.01927,-0.0816903,0.253805,0
387200000,Psychidae,Dryadaulidae,1.60953,6.51601,0.0339712,0.0178861,0
387300000,Hydroptilidae,Micropterigidae,0,1.58454,0.262116,0.00929129,0
387300000,Hydroptilidae,Hydropsychidae,0.327687,3.99297,0.254824,1.94891,0
387300000,Psychidae,Dryadaulidae,1.58362,11.5916,-0.302357,1.05042,0
387400000,Hydroptilidae,Micropterigidae,0,2.2292,0.385865,0.803806,0
387400000,Acanthopteroctetidae,NA,2.5831,20.9113,-0.0515244,23.5126,0
387400000,Roeslerstammiidae,NA,2.82108,1.35136,-0.166798,12.3363,0
387400000,Pyralidae,NA,2.38813,20.2211,-0.178661,9.83006,0
387400000,Roeslerstammiidae,Urodidae,1.78581,11.5355,-0.508406,0.0875012,0
387500000,Hydroptilidae,Micropterigidae,0,1.32553,0.447053,0.359356,0
387500000,Hydroptilidae,Hydropsychidae,0.634924,3.66402,0.138782,0.913168,0
387500000,Notodontidae,Erebidae,2.27731,16.6605,-0.587359,1.21935,0
387500000,Meessiidae,Psychidae,1.31562,9.07968,-0.245516,0.0573137,0
387600000,Hydroptilidae,Micropterigidae,0,1.91696,0.183829,0.159881,0
387600000,Urodidae,Immidae,1.86675,11.7334,-0.560721,0.226613,0
387600000,Meessiidae,Psychidae,1.36874,4.48026,0.0582115,0.283952,0
387700000,Hydroptilidae,Micropterigidae,0,3.49127,-0.0643828,0.229192,0
387700000,Agathiphagidae,NA,1.97786,5.212,0.0179284,9.31398,0
387700000,Heterobathmiidae,NA,1.63415,6.05424,-0.417065,6.6188,0
387700000,Dryadaulidae,NA,2.27099,0.746665,0.232299,0.157798,0
387700000,Psychidae,Dryadaulidae,1.57221,5.53393,0.224347,0.233572,0
387800000,Hydroptilidae,Micropterigidae,0,2.09548,0.177885,0.280946,0
387800000,Mimallonidae,NA,2.60009,15.1579,0.601756,15.5574,0
387800000,Sesiidae,Papilionidae,1.92919,10.3495,-0.199636,0.764209,0
387800000,Meessiidae,Psychidae,1.49456,4.68511,0.283698,0.53789,0
387900000,Hydroptilidae,Micropterigidae,0,3.48474,0.0224387,0.107524,0
387900000,Psychidae,Dryadaulidae,1.59705,7.3873,0.00434863,0.00241233,0
387900000,Micropterigidae,Agathiphagidae,0.0108655,1.633,0.202424,0.309501,0
388000000,Hydroptilidae,Micropterigidae,0,1.90708,0.346191,0.0757671,0
388000000,Roeslerstammiidae,Urodidae,1.78977,10.8361,-0.410982,0.10827,0
388100000,Hydroptilidae,Micropterigidae,0,1.91813,0.486093,0.779732,0
388100000,Roeslerstammiidae,Urodidae,1.77243,8.82678,-0.0534331,1.00479,0
388200000,Hydroptilidae,Micropterigidae,0,2.56153,0.0914279,0.0690821,0
388200000,Roeslerstammiidae,Urodidae,1.77348,8.41494,-0.0511157,0.440706,0
388300000,Hydroptilidae,Micropterigidae,0,1.82276,0.843055,0.646372,0
388300000,Heterobathmiidae,NA,2.9768,9.12176,-0.0964527,24.8455,0
388300000,Lophocoronidae,NA,2.66034,13.8442,0.736227,17.0434,0
388300000,Urodidae,Immidae,1.812,8.47624,-0.0447922,0.807408,0
388300000,Psychidae,Dryadaulidae,1.62255,12.6941,-0.756219,2.69702,0
388400000,Hydroptilidae,Micropterigidae,0,1.78084,0.493698,0.00212598,0
388400000,Psychidae,Dryadaulidae,1.58367,5.89043,0.344559,0.719587,0
388500000,Hydroptilidae,Micropterigidae,0,3.91189,-0.0690327,1.54427,0
388500000,Dryadaulidae,NA,2.04673,3.46751,0.410908,1.61608,0
388500000,Cimeliidae,NA,2.69067,7.37933,-0.177248,8.83718,0
388500000,Psychidae,Dryadaulidae,1.5349,12.2039,-0.478515,0.22127,0
388600000,Hydroptilidae,Micropterigidae,0,1.57388,0.823163,0.254458,0
388600000,Roeslerstammiidae,Urodidae,1.72112,9.31439,-0.210411,0.708893,0
388700000,Hydroptilidae,Micropterigidae,0,1.60098,0.782502,0.0624814,0
388700000,Urodidae,NA,2.75395,14.3678,0.295305,28.4901,0
388700000,Roeslerstammiidae,Urodidae,1.78087,15.6834,-0.840254,0.192979,0
388800000,Hydroptilidae,Micropterigidae,0,3.13779,-0.0796564,0.161017,0
388800000,Immidae,Sesiidae,1.89583,12.7709,-0.68127,0.0220615,0
388800000,Meessiidae,Psychidae,1.46398,7.80814,-0.166062,1.93287,0
388900000,Hydroptilidae,Micropterigidae,0,2.49747,0.210426,0.79781,0
388900000,Roeslerstammiidae,Urodidae,1.74441,8.41093,-0.101756,0.622614,0
389000000,Hydroptilidae,Micropterigidae,0,1.92596,0.143765,0.00457091,0
389000000,Urodidae,NA,2.35013,5.71009,0.325826,3.23429,0
389000000,Immidae,Sesiidae,1.89654,13.9617,-0.832936,0.00392095,0
389000000,Meessiidae,Psychidae,1.40563,12.8026,-0.696549,1.50859,0
389100000,Hydroptilidae,Micropterigidae,0,2.32036,0.146601,0.13866,0
389100000,Hedylidae,NA,3.05936,18.6742,-0.368275,20.9858,0
389100000,Psychidae,Dryadaulidae,1.57422,5.97592,0.289573,0.172311,0
389200000,Hydroptilidae,Micropterigidae,0,4.58725,-0.231234,0.191408,0
389200000,Agathiphagidae,NA,0.985616,0.877856,0.412378,2.1435,0
389200000,Cimeliidae,NA,2.68266,19.9261,0.435424,35.8442,0
389200000,Roeslerstammiidae,Urodidae,1.78395,13.2223,-0.579379,0.621081,0
389300000,Hydroptilidae,Micropterigidae,0,4.10834,-0.315993,0.133074,0
389300000,Hydroptilidae,Hydropsychidae,0.52701,3.51142,0.0254877,0.503166,0
389300000,Immidae,Sesiidae,1.89537,11.483,-0.294733,2.02522,0
389300000,Meessiidae,Psychidae,1.36145,9.33485,-0.0761235,4.02144,0
389400000,Hydroptilidae,Micropterigidae,0,3.52591,0.176071,1.06729,0
389400000,Yponomeutidae,NA,3.03603,5.62931,0.403866,1.95814,0
389400000,Roeslerstammiidae,Urodidae,1.78037,9.67168,-0.258473,0.278169,0
389400000,Lophocoronidae,Opostegidae,0.721616,3.67655,-0.129117,0.219114,0
389400000,Micropterigidae,Agathiphagidae,0.0830201,13.6606,-0.202385,8.89617,0
389500000,Hydroptilidae,Micropterigidae,0,1.7139,0.372539,0.0266375,0
389500000,Eriocraniidae,NA,2.97157,1.30795,0.230211,20.2044,0
389500000,Dryadaulidae,Roeslerstammiidae,1.63998,7.79177,-0.059246,0.274725,0
389600000,Hydroptilidae,Micropterigidae,0,2.38699,0.155048,0.276733,0
389600000,Neopseustidae,NA,2.11185,3.28874,0.52189,3.89217,0
389600000,Roeslerstammiidae,Urodidae,1.72253,8.58967,-0.190137,0.115391,0
389700000,Hydroptilidae,Micropterigidae,0,3.97637,-0.154281,0.280835,0
389700000,Agathiphagidae,NA,2.64532,0.0990048,-0.258822,22.9535,0
389700000,Roeslerstammiidae,NA,2.90021,7.52397,0.0790274,6.59033,0
389700000,Callidulidae,NA,2.68512,0.736551,-0.230044,2.43825,0
389700000,Psychidae,Dryadaulidae,1.6175,7.99577,-0.0210793,0.499178,0
389800000,Hydroptilidae,Micropterigidae,0,3.83158,0.570241,3.15908,0
389800000,Dryadaulidae,Roeslerstammiidae,1.65316,11.8079,-0.519427,0.0503584,0
389800000,Micropterigidae,Agathiphagidae,0.0350222,4.84934,-0.494687,0.0633969,0
389900000,Hydroptilidae,Micropterigidae,0,2.71351,0.0957257,0.649735,0
389900000,Psychidae,Dryadaulidae,1.61717,5.85271,0.443647,0.457914,0
390000000,Hydroptilidae,Micropterigidae,0,3.24307,-0.0801024,0.294752,0
390000000,Immidae,Sesiidae,1.90837,8.78524,-0.10692,0.715692,0
390000000,Meessiidae,Psychidae,1.49013,3.46066,0.503112,0.00717067,0
390100000,Hydroptilidae,Micropterigidae,0,4.90196,-0.215493,0.296184,0
390100000,Agathiphagidae,NA,2.56219,6.10238,0.528048,22.8848,0
390100000,Roeslerstammiidae,Urodidae,1.768,9.2821,-0.270908,0.0474824,0
390200000,Hydroptilidae,Micropterigidae,0,3.76704,-0.395624,0.711828,0
390200000,Hydroptilidae,Hydropsychidae,0.112228,4.89796,0.0870624,2.77807,0
390200000,Tischeriidae,NA,2.99954,3.21941,-0.216544,23.9533,0
390200000,Immidae,Sesiidae,1.91888,14.2569,-0.744387,0.121738,0
390200000,Opostegidae,Andesianidae,0.778262,3.16653,0.620195,0.398748,0
390300000,Hydroptilidae,Micropterigidae,0,2.87363,0.017959,0.387417,0
390300000,Heterobathmiidae,NA,2.0758,10.7513,-0.234658,17.7747,0
390300000,Psychidae,Dryadaulidae,1.58779,9.44479,-0.209243,0.646369,0
390400000,Hydroptilidae,Micropterigidae,0,6.11979,-0.271687,2.60913,0
390400000,Hydroptilidae,Hydropsychidae,0.155504,2.68226,0.330422,0.467231,0
390400000,Roeslerstammiidae,Urodidae,1.77055,6.85914,0.0886296,0.0407415,0
390400000,Opostegidae,Andesianidae,0.852399,5.73993,-0.430907,0.373678,0
390500000,Hydroptilidae,Micropterigidae,0,2.39416,0.125884,0.563635,0
390500000,Agathiphagidae,NA,1.56747,1.04107,-0.42325,1.20314,0
390500000,Psychidae,Dryadaulidae,1.60702,11.2633,-0.371338,0.30003,0
390600000,Hydroptilidae,Micropterigidae,0,3.30937,-0.032217,0.389343,0
390600000,Dryadaulidae,NA,2.58257,1.86192,0.41229,9.47677,0
390600000,Meessiidae,Psychidae,1.47898,12.7841,-0.551363,0.0796569,0
390700000,Hydroptilidae,Micropterigidae,0,2.34718,0.167967,0.442054,0
390700000,Roeslerstammiidae,Urodidae,1.7441,10.938,-0.369303,0.42119,0
390800000,Hydroptilidae,Micropterigidae,0,6.51909,-0.131625,4.83475,0
390800000,Hydroptilidae,Hydropsychidae,0.509924,3.01912,0.0946413,0.52034,0
390800000,Lophocoronidae,NA,2.14867,1.8566,-0.589959,0.676915,0
390800000,Roeslerstammiidae,Urodidae,1.77867,10.7048,-0.57473,0.024391,0
390800000,Lophocoronidae,Opostegidae,0.703879,2.28037,0.442593,0.555091,0
390900000,Hydroptilidae,Micropterigidae,0,2.02313,0.246718,0.0238923,0
390900000,Roeslerstammiidae,Urodidae,1.74816,8.42939,-0.0947208,0.036943,0
391000000,Hydroptilidae,Micropterigidae,0,2.93556,-0.101149,0.0861553,0
391000000,Agathiphagidae,NA,2.34664,8.5057,0.0474624,13.285,0
391000000,Meessiidae,Psychidae,1.51374,9.71051,-0.239575,0.213267,0
391100000,Hydroptilidae,Micropterigidae,0,2.02598,0.233081,0.0216253,0
391100000,Agathiphagidae,NA,1.00023,0.740879,0.467111,2.25437,0
391100000,Roeslerstammiidae,Urodidae,1.76828,9.04476,-0.231972,0.341396,0
391200000,Hydroptilidae,Micropterigidae,0,2.9419,-0.0555559,0.160336,0
391200000,Notodontidae,NA,2.3501,12.5043,-0.0014099,2.93257,0
391200000,Immidae,Sesiidae,1.91176,8.94687,-0.175571,0.179953,0
391200000,Meessiidae,Psychidae,1.51912,4.98952,0.163828,0.201127,0
391300000,Hydroptilidae,Micropterigidae,0,1.84778,0.172047,0.00812602,0
391300000,Psychidae,Dryadaulidae,1.61462,9.63088,-0.342656,0.216975,0
391400000,Hydroptilidae,Micropterigidae,0,2.77811,0.196401,1.26104,0
391400000,Agathiphagidae,NA,1.49116,2.08946,-0.0531744,2.92076,0
391400000,Roeslerstammiidae,Urodidae,1.72471,13.8091,-0.679944,0.212783,0
391500000,Hydroptilidae,Micropterigidae,0,1.72325,0.284481,0.0871918,0
391500000,Roeslerstammiidae,NA,2.88097,17.4858,-0.211429,18.0211,0
391500000,Dryadaulidae,NA,2.96237,0.213178,-0.0970141,8.24424,0
391500000,Cimeliidae,NA,2.81013,0.378141,0.332445,12.942,0
391500000,Roeslerstammiidae,Urodidae,1.79209,12.3799,-0.54833,0.610732,0
391600000,Hydroptilidae,Micropterigidae,0,2.36918,0.391055,0.776785,0
391600000,Agathiphagidae,NA,2.63592,6.1022,-0.0016871,21.8662,0
391600000,Roeslerstammiidae,Urodidae,1.78816,6.87135,0.216931,0.783881,0
391700000,Hydroptilidae,Micropterigidae,0,2.45664,0.0835248,0.0420989,0
391700000,Agathiphagidae,NA,1.80157,0.842681,-0.0301192,3.73755,0
391700000,Hepialidae,NA,2.13787,23.1084,0.0520323,20.3235,0
391700000,Dryadaulidae,Roeslerstammiidae,1.67342,11.8684,-0.498773,0.0657173,0
391800000,Hydroptilidae,Micropterigidae,0,1.79696,0.105058,0.20162,0
391800000,Dryadaulidae,NA,1.95152,2.46946,-0.397747,1.54185,0
391800000,Agathiphagidae,NA,2.93709,0.832314,0.0121864,2.60263,0
391800000,Prodoxidae,NA,3.06098,9.72858,0.0100384,3,0
391800000,Notodontidae,Erebidae,2.2837,15.2013,-0.0849463,3.09713,0
391800000,Psychidae,Dryadaulidae,1.61717,9.06764,-0.302673,0.73422,0
391900000,Hydroptilidae,Micropterigidae,0,3.63925,-0.0786146,0.424517,0
391900000,Agathiphagidae,NA,1.26249,0.128616,-0.264688,2.02452,0
391900000,Dryadaulidae,NA,2.97127,6.65168,0.409632,15.0589,0
391900000,Nolidae,NA,2.85829,14.2143,0.562478,0.285275,0
391900000,Psychidae,Dryadaulidae,1.55285,5.01391,0.52683,0.101865,0
392000000,Hydroptilidae,Micropterigidae,0,3.41906,-0.0993276,0.445142,0
392000000,Psychidae,Dryadaulidae,1.5471,9.83231,-0.1952,0.315621,0
392100000,Hydroptilidae,Micropterigidae,0,3.16347,0.227816,2.11702,0
392100000,Roeslerstammiidae,Urodidae,1.8016,9.40537,-0.226181,0.366745,0
392200000,Hydroptilidae,Micropterigidae,0,2.52305,0.101552,0.0458246,0
392200000,Roeslerstammiidae,Urodidae,1.70211,9.64498,-0.115939,0.975868,0
392300000,Hydroptilidae,Micropterigidae,0,2.32527,0.236982,0.234606,0
392300000,Callidulidae,NA,2.69528,7.80545,0.659577,7.60963,0
392300000,Roeslerstammiidae,Urodidae,1.78074,8.60429,-0.100136,0.130695,0
392400000,Hydroptilidae,Micropterigidae,0,2.96787,0.0035872,0.402366,0
392400000,Helicopsychidae,NA,3.0574,14.4346,0.783159,14.8517,0
392400000,Psychidae,Dryadaulidae,1.56427,12.6547,-0.365054,2.21584,0
392500000,Hydroptilidae,Micropterigidae,0,2.08934,-0.0937322,0.347966,0
392500000,Hydroptilidae,Hydropsychidae,0.563145,8.84321,-0.449628,1.15987,0
392500000,Cimeliidae,NA,2.8098,4.74481,0.234701,15.6015,0
392500000,Nolidae,NA,2.99036,45.3856,-0.0657986,33.5354,0
392500000,Immidae,Sesiidae,1.91626,12.6921,-0.618989,0.325839,0
392500000,Opostegidae,Andesianidae,0.912073,3.93477,0.0295942,0.0618092,0
392600000,Hydroptilidae,Micropterigidae,0,1.90787,0.334527,0.397079,0
392600000,Urodidae,NA,2.76804,10.9696,0.358352,30.1623,0
392600000,Brahmaeidae,NA,2.68463,2.94532,0.0497805,2.55782,0
392600000,Psychidae,Dryadaulidae,1.59303,8.88721,-0.2087,0.177094,0
392700000,Hydroptilidae,Micropterigidae,0,1.91667,0.223878,0.67269,0
392700000,Doidae,NA,2.70446,17.899,-0.421721,14.5023,0
392700000,Psychidae,Dryadaulidae,1.54385,11.8904,-0.388488,0.912208,0
392800000,Hydroptilidae,Micropterigidae,0,3.2052,0.00805314,0.225153,0
392800000,Heterobathmiidae,NA,2.79497,3.25215,-0.0369631,22.1517,0
392800000,Dryadaulidae,NA,2.72044,18.1131,-0.1366,30.5891,0
392800000,Dryadaulidae,Roeslerstammiidae,1.6943,10.7409,-0.349097,0.0285185,0
392900000,Hydroptilidae,Micropterigidae,0,2.39988,0.0357134,0.10407,0
392900000,Roeslerstammiidae,Urodidae,1.73953,8.10074,-0.0833927,0.181736,0
393000000,Hydroptilidae,Micropterigidae,0,1.54238,0.678786,0.0302468,0
393000000,Agathiphagidae,NA,2.68948,4.0815,-0.228451,15.01,0
393000000,Roeslerstammiidae,Urodidae,1.74756,9.56034,-0.337921,0.0453671,0
393100000,Hydroptilidae,Micropterigidae,0,1.62534,0.431583,0.0146923,0
393100000,Roeslerstammiidae,Urodidae,1.77193,11.7891,-0.550426,0.0136772,0
393200000,Hydroptilidae,Micropterigidae,0,3.01468,-0.0327133,0.200935,0
393200000,Psychidae,Dryadaulidae,1.62754,9.00486,-0.324745,0.0995969,0
393300000,Hydroptilidae,Micropterigidae,0,2.70217,0.077155,0.370364,0
393300000,Dryadaulidae,Roeslerstammiidae,1.64886,9.4156,-0.276527,0.415645,0
393400000,Hydroptilidae,Micropterigidae,0,2.38131,0.0597484,0.170277,0
393400000,Immidae,Sesiidae,1.91805,15.1882,-0.524867,2.79604,0
393400000,Psychidae,Dryadaulidae,1.54597,6.98797,-0.135899,0.393562,0
393500000,Hydroptilidae,Micropterigidae,0,3.15811,-0.023957,0.368565,0
393500000,Psychidae,Dryadaulidae,1.57408,7.63039,-0.0444351,0.232833,0
393600000,Hydroptilidae,Micropterigidae,0,3.901,-0.144899,0.386752,0
393600000,Cimeliidae,NA,2.93884,0.633646,-0.643692,18.8035,0
393600000,Urodidae,Immidae,1.87299,8.75362,-0.185357,0.0906849,0
393600000,Meessiidae,Psychidae,1.36458,7.51168,-0.362529,0.298475,0
393700000,Hydroptilidae,Micropterigidae,0,1.473,0.38308,0.105631,0
393700000,Notodontidae,Erebidae,2.20471,54.1681,-0.530942,32.8784,0
393700000,Roeslerstammiidae,Urodidae,1.73391,11.7356,-0.589341,0.322453,0
393800000,Hydroptilidae,Micropterigidae,0,2.89077,-0.0762327,0.115099,0
393800000,Agathiphagidae,NA,2.34102,53.8909,-0.355308,53.8208,0
393800000,Psychidae,Dryadaulidae,1.61254,4.86096,0.75959,0.37542,0
393900000,Hydroptilidae,Micropterigidae,0,3.32934,0.0202173,0.856603,0
393900000,Agathiphagidae,NA,2.62601,4.12099,-0.0338259,15.6542,0
393900000,Erebidae,Nolidae,2.34002,19.6957,0.0149024,8.90103,0
393900000,Roeslerstammiidae,Urodidae,1.74881,9.97436,-0.324582,0.620685,0
393900000,Palaephatidae,Meessiidae,1.20067,4.00907,0.0222527,0.579849,0
394000000,Hydroptilidae,Micropterigidae,0,2.65511,0.0599732,0.0351611,0
394000000,Agathiphagidae,NA,2.73453,2.56166,-0.416032,19.222,0
394000000,Polycentropodidae,NA,3.0459,27.6183,-0.53188,5.38168,0
394000000,Roeslerstammiidae,Urodidae,1.79012,11.1553,-0.475214,0.246978,0
394100000,Hydroptilidae,Micropterigidae,0,2.09966,0.253193,0.0744965,0
394100000,Agathiphagidae,NA,2.64698,4.2148,0.4862,15.9275,0
394100000,Lophocoronidae,NA,3.00845,5.73237,0.219687,7.13286,0
394100000,Roeslerstammiidae,Urodidae,1.75859,6.78152,0.133686,0.223604,0
394200000,Hydroptilidae,Micropterigidae,0,1.80096,0.724989,0.0579427,0
394200000,Limacodidae,NA,2.75082,28.2389,-0.139717,9.31455,0
394200000,Meessiidae,NA,3.04723,53.1636,-0.399744,11.1142,0
394200000,Roeslerstammiidae,Urodidae,1.75032,10.6574,-0.400383,0.442706,0
394300000,Hydroptilidae,Micropterigidae,0,2.28786,0.0496349,0.0972798,0
394300000,Immidae,Sesiidae,1.89823,12.853,-0.664215,0.377664,0
394300000,Meessiidae,Psychidae,1.46954,8.21783,-0.184778,1.39233,0
394400000,Hydroptilidae,Micropterigidae,0,2.38052,0.446545,0.663117,0
394400000,Acanthopteroctetidae,NA,2.55672,1.30769,-0.263247,6.28447,0
394400000,Lophocoronidae,NA,2.93952,16.1821,-0.595359,45.4108,0
394400000,Roeslerstammiidae,Urodidae,1.75287,11.1384,-0.490684,0.380627,0
394500000,Hydroptilidae,Micropterigidae,0,2.12322,0.292489,0.0520914,0
394500000,Lophocoronidae,NA,2.98352,2.56463,-0.632884,47.6183,0
394500000,Psychidae,Dryadaulidae,1.61772,7.87939,-0.139355,0.333049,0
394600000,Hydroptilidae,Micropterigidae,0,3.30431,-0.0772665,0.0733326,0
394600000,Agathiphagidae,NA,2.5587,4.04879,0.0135767,7.91405,0
394600000,Roeslerstammiidae,Urodidae,1.78081,10.3053,-0.463563,0.256262,0
394600000,Meessiidae,Psychidae,1.45256,4.27052,0.310481,0.548375,0
394700000,Hydroptilidae,Micropterigidae,0,2.00274,0.238483,0.0698963,0
394700000,Agathiphagidae,NA,1.87245,8.32468,-0.298783,9.1104,0
394700000,Roeslerstammiidae,Urodidae,1.75803,11.838,-0.564218,0.250493,0
394800000,Hydroptilidae,Micropterigidae,0,2.29062,0.103086,0.0623603,0
394800000,Psychidae,Dryadaulidae,1.59497,10.3492,-0.472943,0.0135433,0
394900000,Hydroptilidae,Micropterigidae,0,1.86923,0.331712,0.256305,0
394900000,Leptoceridae,NA,2.40188,3.96644,0.0858279,0.537849,0
394900000,Roeslerstammiidae,Urodidae,1.77644,6.32729,0.419179,0.416834,0
395000000,Hydroptilidae,Micropterigidae,0,2.90943,0.00944199,0.234795,0
395000000,Andesianidae,NA,2.89401,0.189886,0.199744,30.141,0
395000000,Dryadaulidae,Roeslerstammiidae,1.63756,8.26507,-0.060812,0.334846,0
395100000,Hydroptilidae,Micropterigidae,0,2.68403,0.551492,0.801315,0
395100000,Adelidae,NA,2.88868,19.618,0.169976,7.94073,0
395100000,Doidae,NA,2.29993,5.21637,0.470485,4.23758,0
395100000,Immidae,Sesiidae,1.89299,13.2363,-0.45744,1.61717,0
395100000,Meessiidae,Psychidae,1.36952,5.29325,-0.0413893,0.0120286,0
395100000,Micropterigidae,Agathiphagidae,0.0794685,4.97614,-0.35533,1.36872,0
395200000,Hydroptilidae,Micropterigidae,0,2.43081,-0.00451848,0.515789,0
395200000,Roeslerstammiidae,NA,2.86587,26.9034,-0.263424,34.2687,0
395200000,Psychidae,Dryadaulidae,1.58284,10.8247,-0.339877,0.164207,0
395300000,Hydroptilidae,Micropterigidae,0,1.90247,0.137544,0.0438201,0
395300000,Roeslerstammiidae,Urodidae,1.74529,9.66011,-0.339973,0.258533,0
395400000,Hydroptilidae,Micropterigidae,0,2.65289,0.0556649,0.150352,0
395400000,Immidae,Sesiidae,1.91529,13.7838,-0.775159,0.235301,0
395400000,Psychidae,Dryadaulidae,1.59939,4.14548,0.513067,0.154073,0
395500000,Hydroptilidae,Micropterigidae,0,2.7267,0.20293,0.585739,0
395500000,Heterobathmiidae,NA,2.74912,4.37898,0.300695,15.3887,0
395500000,Eriocraniidae,NA,2.77783,6.35022,-0.470098,8.79982,0
395500000,Acanthopteroctetidae,Neopseustidae,1.02487,2.06931,-0.499785,0.293281,0
395500000,Roeslerstammiidae,Urodidae,1.77266,8.48892,-0.198406,0.0761734,0
395600000,Hydroptilidae,Micropterigidae,0,2.40979,0.0963176,0.152559,0
395600000,Andesianidae,NA,1.56877,15.1087,-0.116311,15.0571,0
395600000,Urodidae,Immidae,1.82164,12.9859,-0.599914,0.16804,0
395600000,Meessiidae,Psychidae,1.51374,13.8641,-0.492993,4.22415,0
395700000,Hydroptilidae,Micropterigidae,0,1.73885,0.302559,0.219989,0
395700000,Psychidae,Dryadaulidae,1.56377,11.1563,-0.432983,0.202227,0
395800000,Hydroptilidae,Micropterigidae,0,2.04232,0.31349,0.0184959,0
395800000,Pterophoridae,NA,2.39159,7.47956,0.234417,0.339415,0
395800000,Psychomyiidae,NA,2.42937,42.7571,-0.34355,31.6007,0
395800000,Saturniidae,Sphingidae,2.3908,26.5623,-0.422738,11.9266,0
395800000,Psychidae,Dryadaulidae,1.5796,8.9283,-0.193576,0.450108,0
395900000,Hydroptilidae,Micropterigidae,0,2.24138,0.205265,0.758424,0
395900000,Roeslerstammiidae,Urodidae,1.70452,10.9759,-0.388721,0.0109371,0
396000000,Hydroptilidae,Micropterigidae,0,3.97846,-0.0196608,1.89458,0
