pc1	pc2	pc3	color_saturation	color_brightness	color_richness	color_evenness	rgb_red	rgb_green	rgb_blue	distinctive_from_wing_base	perimeter_over_area	proxy_area	box_aspect_ratio
3	-3	0	100.69377652050919	120.54526166902404	19	0.657813032987464	138.87376237623764	117.81577086280056	86.59936350777934	0.10144540051540016	0.07651644408833658	2828	1.469387755102041
0	3	0	73.45674990951863	114.5508505247919	22	0.7559498692324096	136.99185667752442	106.10224393774882	99.17553384002895	0.19827583511799557	0.052479751790800014	5526	1.24
-3	0	0	41.78181818181818	149.4	12	0.5831191037785031	158.8008658008658	147.71515151515152	133.3056277056277	0.11458710204420121	0.15222408606974047	1155	3.227272727272727
0	0	0	47.989225857940944	152.9173982442139	12	0.7233494844455555	167.78132482043097	148.49122106943335	136.80007980845969	0.10383136472698734	0.0815533325630737	2506	1.6744186046511629
-3	3	0	36.00726744186046	160.1580668604651	6	0.7659831975843618	168.72747093023256	158.72928779069767	144.97638081395348	0.1676450502955209	0.0800271984417456	2752	1.52
3	0	0	112.46845211075805	122.44961416250567	20	0.6641996341148902	148.47684975034045	116.40331366318657	85.31275533363595	0.09815291051799993	0.061005242841495076	4406	1.0657894736842106
-3	-3	0	58.68525311812179	128.41526045487893	16	0.7093711091969359	137.11592076302276	128.20983125458548	106.64269992663243	0.17867216660391294	0.14816602931303136	1363	4.0
0	-3	0	63.74947633012149	136.64348554671136	15	0.6420997008874318	149.23586091328028	134.79011311269375	113.11939673229996	0.09314665862652521	0.09297241542152483	2387	2.361111111111111
3	3	0	152.12201914708442	119.4076588337685	27	0.7208513067982311	171.56814621409922	102.28651000870322	70.72619669277633	0.16558542710564855	0.05247195093823082	5745	0.9655172413793104
0	3	-3	118.90337283500456	139.99635369188695	23	0.7393216927442898	173.62023701002735	131.94421148587057	93.24886052871467	0.19809222202699261	0.05284074210693667	5485	1.3661971830985915
0	0	3	68.06916243654823	107.59010152284264	10	0.7875646573994816	118.7493654822335	105.79631979695432	87.47842639593908	0.16007538633141633	0.11909184012376332	1576	2.607142857142857
0	-3	0	65.61882716049382	133.37114197530863	12	0.6729795333304687	146.32986111111111	131.4849537037037	109.02237654320987	0.15961236241621607	0.08884196539699972	2592	2.282051282051282
0	0	0	49.85076335877863	148.7881679389313	8	0.7655638270539982	164.14847328244275	144.2259541984733	132.02862595419847	0.18347277887858804	0.07902978475458393	2620	1.6
0	-3	3	104.55377574370709	82.42257818459191	10	0.7834522291545144	95.57513348588863	80.54538520213578	57.67505720823799	0.12248140918523853	0.13819545712964287	1311	3.0
0	3	0	75.07883446549874	110.10779406506971	15	0.8011505468076583	132.91276367536648	101.55917053986414	94.27422238112263	0.19257513017779804	0.05164344421429941	5594	1.1794871794871795
0	-3	-3	83.01709401709402	157.42361111111111	17	0.7389014500850657	177.8354700854701	154.0980235042735	121.03098290598291	0.2045803019270569	0.07258722963915616	3744	1.8653846153846154
0	0	-3	74.09734513274336	167.78121927236973	14	0.6958003457235883	188.4894296951819	163.83431661750245	133.85029498525074	0.18952821929809816	0.06679072778436201	4068	1.7818181818181817
0	3	3	43.6072244135354	97.86070168154453	15	0.5995024302917903	105.83599750882291	95.22898069337762	90.47726800913432	0.22392776040133813	0.0634848733702757	4817	0.9775280898876404
3	0	-3	131.3165498194179	141.7399617590822	18	0.6677089101055126	178.8249415763756	133.4682387932866	87.02591884427449	0.19594819400562133	0.05740905145527178	4707	1.2428571428571429
0	0	3	70.13218699623859	107.77753895754971	10	0.7564520510416561	119.57066093498119	105.79043524986567	87.0198817839871	0.1892947513137591	0.1076966306402557	1861	2.2058823529411766
-3	0	0	34.377635542168676	154.74322289156626	12	0.7025580624127419	162.6656626506024	153.24246987951807	141.57567771084337	0.11221519795001499	0.08604786281339535	2656	2.1794871794871793
0	0	0	50.202727607814225	148.33689642462218	9	0.739929260961514	163.8470328050129	143.7080722447475	131.53593807593072	0.16642925577986578	0.07757429885682432	2713	1.5319148936170213
-3	0	3	74.36708860759494	121.8331415420023	11	0.7820335149609127	133.88147295742232	120.7940161104718	95.66743383199079	0.19172332530956682	0.21424662433093108	869	4.625
3	0	0	115.92852459016393	117.77967213114754	17	0.6636627315564125	144.59322404371585	111.57136612021858	79.3912568306011	0.15458513962673504	0.05920368650787429	4575	0.9629629629629629
-3	0	-3	50.32613031914894	169.27659574468086	13	0.7374190774907997	183.00432180851064	166.5432180851064	147.25299202127658	0.16487834398394602	0.08918818571375137	3008	2.3333333333333335
0	0	-3	73.65425140896839	168.33349669198725	15	0.6840048638236694	188.9375153148738	164.41656456750798	134.514089683901	0.18943284961025286	0.06552922440056241	4081	1.7272727272727273
3	0	3	97.99267041290007	90.41387735157586	20	0.6743166591004545	104.26704129000733	88.04275592474957	66.26410945516736	0.182506426866224	0.072313146042932	4093	0.9156626506024096
