pc1	pc2	pc3	color_saturation	color_brightness	color_richness	color_evenness	rgb_red	rgb_green	rgb_blue	distinctive_from_wing_base	perimeter_over_area	proxy_area	box_aspect_ratio	aspect_ratio	2nd_movement_of_area
0	3	0	110.4963768115942	131.14673913043478	16	0.8068818467299513	163.42264492753625	122.50652173913043	90.9929347826087	0.2281157608607631	0.057767540941442	5520	1.48	5.853519113969274	0.5801577960745825
0	3	0	110.4963768115942	131.14673913043478	16	0.8068818467299513	163.42264492753625	122.50652173913043	90.9929347826087	0.2281157608607631	0.057767540941442	5520	1.48	5.83116413593637	0.5817958249780741
-3	-3	0	63.65847953216375	122.88245614035088	13	0.8178236572344524	133.60994152046783	121.61929824561405	101.3233918128655	0.1680182226562072	0.1474297151034738	1710	5.095238095238095	13.626168224299066	0.580528491993419
0	3	3	36.23528268894502	120.0979211190985	12	0.6882317876737897	124.23450553720612	120.24052846318244	108.48999417136196	0.1477574078985331	0.0614939015503538	5147	1.3670886075949369	5.94701218333011	0.5518501985321457
0	0	-3	101.31182548794489	159.5106773823192	16	0.6983286741929327	187.788748564868	154.04179104477612	113.38071182548796	0.170793091223903	0.0679292839019609	4355	1.827586206896552	5.975198876930276	0.5877020093355735
0	0	-3	101.31182548794489	159.5106773823192	16	0.6983286741929327	187.788748564868	154.04179104477612	113.38071182548796	0.170793091223903	0.0679292839019609	4355	1.827586206896552	5.950506186726659	0.5861155424331979
0	0	-3	101.88789868667918	158.86186679174483	16	0.6860490289734376	187.2762664165103	153.3482645403377	112.60272045028142	0.1794065097520667	0.0674731396125165	4264	1.824561403508772	5.975198876930276	0.5877020093355735
0	0	-3	101.88789868667918	158.86186679174483	16	0.6860490289734376	187.2762664165103	153.3482645403377	112.60272045028142	0.1794065097520667	0.0674731396125165	4264	1.824561403508772	5.950506186726659	0.5861155424331979
0	3	-3	124.84543244182008	147.3654046543939	25	0.7220899127582454	182.8959708232025	139.79767280305663	93.11670718999652	0.186149125895208	0.0559391914095803	5758	1.4666666666666666	5.408445829006577	0.6019802558662134
0	-3	3	100.336143901068	93.0460933108488	11	0.6861976435422403	107.44800449690838	90.99550309162451	65.8504777965149	0.153687789461252	0.138109891360521	1779	3.0625	10.5625	0.5785467530213411
0	0	3	74.5521410579345	105.51586901763224	6	0.6923726298195527	119.59193954659948	102.38639798488666	84.60906801007556	0.157571842521508	0.1227701557135119	1985	2.425	9.766139954853273	0.5754969132349308
0	0	3	74.5521410579345	105.51586901763224	6	0.6923726298195527	119.59193954659948	102.38639798488666	84.60906801007556	0.157571842521508	0.1227701557135119	1985	2.425	9.891175125743027	0.5779857113649773
0	0	3	73.16675218060544	106.10107747562851	7	0.6745142204677426	120.02975885069266	102.9584402257568	85.61159569009749	0.1408774386183194	0.1253185772043395	1949	2.5945945945945947	9.766139954853273	0.5754969132349308
0	0	3	73.16675218060544	106.10107747562851	7	0.6745142204677426	120.02975885069266	102.9584402257568	85.61159569009749	0.1408774386183194	0.1253185772043395	1949	2.5945945945945947	9.891175125743027	0.5779857113649773
0	-3	-3	88.3093163538874	141.84785522788204	17	0.8410204610946244	160.97285522788204	139.1229892761394	105.7298927613941	0.1509587388576327	0.0880516659318518	2984	2.5609756097560976	7.939191446708987	0.5958177799518505
3	0	3	116.63733714081742	94.37390683562376	18	0.7336892994204285	111.10190969123684	92.17686953417812	61.71675887917187	0.1707980825475868	0.0591935188884387	5603	1.2790697674418603	6.482304819491374	0.5490705431505911
3	0	-3	140.25932964754665	132.67778161713892	21	0.7077417406708513	172.3809606081548	123.19868693849344	77.33327574291638	0.198138821772128	0.057179375539852	5788	1.3253012048192772	5.906384443297195	0.5721368785306042
-3	0	3	99.28698224852072	119.43047337278108	14	0.8010470033937817	137.5776627218935	117.02292899408285	84.23594674556213	0.1375992769553374	0.1728666082382202	1352	5.5	14.88982456140351	0.5654385847902957
-3	0	-3	71.60274480712167	164.92470326409494	18	0.7762646769844325	184.95623145400597	160.81342729970328	133.51743323442136	0.1677272068631095	0.0996687159932937	2696	3.264705882352941	8.833621584226911	0.5799521666706173
