wing	axis	character	lm_alpha	lm_beta	p	sig	r2	adj_r2	F
fw	pc1	color_saturation	92.13337195765624	10.814714583523088	1.560250923511103e-05	***	0.5326130156875297	0.5139175363150309	28.488866483467035
fw	pc1	color_brightness	129.85175626800626	-5.44126245400371	0.00800846180989509	**	0.2493411844053588	0.21931483178157316	8.304078338433989
fw	pc1	color_richness	13.444444444444445	0.861111111111111	0.022889597104221934	*	0.19037242472266236	0.15798732171156885	5.878394910692438
fw	pc1	color_evenness	0.6804436524791863	-0.013888902471234983	0.04010724630804653	*	0.1579258464423423	0.124242880300036	4.688596775448019
fw	pc1	rgb_red	151.72523750434502	-2.9018619805954686	0.23744916441506628		0.05535770063363776	0.01757200865898327	1.46504398201229
fw	pc1	rgb_green	125.09617172356639	-6.148274047614854	0.00209651157902615	**	0.3201713242361973	0.29297817720564523	11.773970988958279
fw	pc1	rgb_blue	96.94906973852848	-8.468300611172134	2.6763264490571305e-05	***	0.5126483043264662	0.4931542364995249	26.297656747555358
fw	pc1	distinctive_from_wing_base	7.088551222188328	-0.09137973107919144	0.623984717100482		0.009758307133300503	-0.029851360581367475	0.24636175197417262
fw	pc1	perimeter_over_area	0.0931545353229185	-0.013670052310302825	1.435151301714667e-05	***	0.5356352731521654	0.517060684078252	28.836991818269897
fw	pc1	box_aspect_ratio	2.4712973928351434	-0.5093437966560781	1.4711851800068925e-06	***	0.6111803573983978	0.5956275716943338	39.2971631595676
fw	pc2	color_saturation	92.13337195765624	0.9020039121514366	0.7629568007103312		0.003705087707157717	-0.036146708784555975	0.09297166083662263
fw	pc2	color_brightness	129.85175626800626	3.790995902650932	0.07536964035202877	.	0.12103230375239171	0.08587359590248739	3.4424559704835995
fw	pc2	color_richness	13.444444444444445	0.49999999999999994	0.2022906602043844		0.06418383518225035	0.026751188589540363	1.7146486028789159
fw	pc2	color_evenness	0.6804436524791863	-0.000501912146615019	0.9433224065971362		0.00020623993768453808	-0.039785510464808084	0.005157062034262758
fw	pc2	rgb_red	151.72523750434502	5.510097369356246	0.0194820385315011	*	0.19959197905612314	0.16757565821836806	6.234069806695442
fw	pc2	rgb_green	125.09617172356639	3.1557804621739733	0.14166661007601963		0.08435086959123816	0.04772490437488769	2.303034721214188
fw	pc2	rgb_blue	96.94906973852848	2.549630205031477	0.2801878778747155		0.04647093209403563	0.008329769377797058	1.2183931685504412
fw	pc2	distinctive_from_wing_base	7.088551222188328	0.47386103983558925	0.006300357492070822	**	0.2624077986391663	0.23290411058473295	8.894067689267601
fw	pc2	perimeter_over_area	0.0931545353229185	-0.00766007931574424	0.03361853893182678	*	0.16818813274628452	0.1349156580561359	5.054872963689782
fw	pc2	box_aspect_ratio	2.4712973928351434	-0.26832496064037187	0.03280057621564088	*	0.1696170455777395	0.13640172740084908	5.106591021480885
fw	pc3	color_saturation	92.13337195765624	-3.555608561308576	0.22801702202483629		0.057571764106112866	0.019874634670357383	1.5272187821151841
fw	pc3	color_brightness	129.85175626800626	-7.406192994610025	9.65102847618543e-05	***	0.4619390954812004	0.4404166593004484	21.463141607283458
fw	pc3	color_richness	13.444444444444445	-1.1666666666666667	0.0011661940973312181	**	0.3494453248811411	0.32342313787638677	13.428745432399502
fw	pc3	color_evenness	0.6804436524791863	-0.00991912247773603	0.1513875313807067		0.08054968795709316	0.04377167547537689	2.190158807443372
fw	pc3	rgb_red	151.72523750434502	-9.89686811805796	4.78982687490808e-07	***	0.6439024889350642	0.6296585884924668	45.205489292064044
fw	pc3	rgb_green	125.09617172356639	-6.792837878022089	0.0004893018021606421	***	0.39082154494411203	0.3664544067418765	16.03887751201974
fw	pc3	rgb_blue	96.94906973852848	-4.032413886436495	0.0818017201547231	.	0.11624042676220059	0.08089004383268861	3.288236707194425
fw	pc3	distinctive_from_wing_base	7.088551222188328	0.007219061211986503	0.9691833813396141		6.09026486301234e-05	-0.03993666124542467	0.001522658949716689
fw	pc3	perimeter_over_area	0.0931545353229185	0.006764202237953608	0.06341223826341405	.	0.1311480940574663	0.09639401781976495	3.7736032216904793
fw	pc3	box_aspect_ratio	2.4712973928351434	0.10995711098975237	0.4000552406586445		0.0284835415465301	-0.010377116791608694	0.7329660063575326
