pc1	pc2	pc3	color_saturation	color_brightness	color_richness	color_evenness	rgb_red	rgb_green	rgb_blue	distinctive_from_wing_base	perimeter_over_area	box_aspect_ratio
-3	-3	0	58.68525311812179	128.41526045487893	15	0.6773278835414869	137.11592076302276	128.20983125458548	106.64269992663243	5.704819070485336	0.14816602931303136	4.0
-3	0	0	41.78181818181818	149.4	10	0.5916976553298845	158.8008658008658	147.71515151515152	133.3056277056277	4.012428031079394	0.15222408606974047	3.227272727272727
-3	3	0	36.00726744186046	160.1580668604651	6	0.7361326105919217	168.72747093023256	158.72928779069767	144.97638081395348	3.263299334269834	0.0800271984417456	1.52
0	-3	0	63.74947633012149	136.64348554671136	12	0.6822476496047527	149.23586091328028	134.79011311269375	113.11939673229996	4.034604914772447	0.09297241542152483	2.361111111111111
0	0	0	47.989225857940944	152.9173982442139	11	0.683338880875725	167.78132482043097	148.49122106943335	136.80007980845969	4.0861742174005995	0.0815533325630737	1.6744186046511629
0	3	0	73.45674990951863	114.5508505247919	19	0.7416391834962228	136.99185667752442	106.10224393774882	99.17553384002895	6.808492542626362	0.052479751790800014	1.24
3	-3	0	100.69377652050919	120.54526166902404	18	0.6373201679275654	138.87376237623764	117.81577086280056	86.59936350777934	5.2632706455754255	0.07651644408833658	1.469387755102041
3	0	0	112.46845211075805	122.44961416250567	17	0.6496412559576981	148.47684975034045	116.40331366318657	85.31275533363595	4.976382830357467	0.061005242841495076	1.0657894736842106
3	3	0	152.12201914708442	119.4076588337685	25	0.7111623905215586	171.56814621409922	102.28651000870322	70.72619669277633	5.965525068519603	0.05247195093823082	0.9655172413793104
-3	0	-3	50.32613031914894	169.27659574468086	11	0.765663225186819	183.00432180851064	166.5432180851064	147.25299202127658	4.232107973058632	0.08918818571375137	2.3333333333333335
-3	0	0	34.377635542168676	154.74322289156626	10	0.7160342615722558	162.6656626506024	153.24246987951807	141.57567771084337	28.940130072255794	0.08604786281339535	2.1794871794871793
-3	0	3	74.36708860759494	121.8331415420023	10	0.7803611685086407	133.88147295742232	120.7940161104718	95.66743383199079	5.422192161170186	0.21424662433093108	4.625
0	0	-3	73.65425140896839	168.33349669198725	13	0.6574968788949984	188.9375153148738	164.41656456750798	134.514089683901	16.14769928105772	0.06552922440056241	1.7272727272727273
0	0	0	50.202727607814225	148.33689642462218	9	0.6695044393954737	163.8470328050129	143.7080722447475	131.53593807593072	3.9030336756253856	0.07757429885682432	1.5319148936170213
0	0	3	70.13218699623859	107.77753895754971	8	0.733026750574047	119.57066093498119	105.79043524986567	87.0198817839871	5.2754990492113505	0.1076966306402557	2.2058823529411766
3	0	-3	131.3165498194179	141.7399617590822	19	0.7128482039161192	178.8249415763756	133.4682387932866	87.02591884427449	5.044630972897741	0.05740905145527178	1.2428571428571429
3	0	0	115.92852459016393	117.77967213114754	16	0.6310352277650989	144.59322404371585	111.57136612021858	79.3912568306011	8.534718288323967	0.05920368650787429	0.9629629629629629
3	0	3	97.99267041290007	90.41387735157586	16	0.6554006919971997	104.26704129000733	88.04275592474957	66.26410945516736	31.478006374963776	0.072313146042932	0.9156626506024096
0	-3	-3	83.01709401709402	157.42361111111111	17	0.6736046037006628	177.8354700854701	154.0980235042735	121.03098290598291	7.930898400254264	0.07258722963915616	1.8653846153846154
0	-3	0	65.61882716049382	133.37114197530863	11	0.6687818812255198	146.32986111111111	131.4849537037037	109.02237654320987	5.594319850664912	0.08884196539699972	2.282051282051282
0	-3	3	104.55377574370709	82.42257818459191	9	0.6803697282669736	95.57513348588863	80.54538520213578	57.67505720823799	5.245102287671594	0.13819545712964287	3.0
0	0	-3	74.09734513274336	167.78121927236973	13	0.6468838552355453	188.4894296951819	163.83431661750245	133.85029498525074	16.43891907805159	0.06679072778436201	1.7818181818181817
0	0	0	49.85076335877863	148.7881679389313	9	0.6547585655517953	164.14847328244275	144.2259541984733	132.02862595419847	4.3784791123841735	0.07902978475458393	1.6
0	0	3	68.06916243654823	107.59010152284264	9	0.7193376500720374	118.7493654822335	105.79631979695432	87.47842639593908	4.684141382470111	0.11909184012376332	2.607142857142857
0	3	-3	118.90337283500456	139.99635369188695	22	0.8043985475727266	173.62023701002735	131.94421148587057	93.24886052871467	8.024060208513214	0.05284074210693667	1.3661971830985915
0	3	0	75.07883446549874	110.10779406506971	14	0.7721533319321421	132.91276367536648	101.55917053986414	94.27422238112263	5.983342242720472	0.05164344421429941	1.1794871794871795
0	3	3	43.6072244135354	97.86070168154453	14	0.5310564842726253	105.83599750882291	95.22898069337762	90.47726800913432	18.07795427024717	0.0634848733702757	0.9775280898876404
