family	color_saturation	color_brightness	color_richness	color_evenness	rgb_red	rgb_green	rgb_blue	distinctive_from_wing_base	perimeter_over_area	Goldstein2017	6groups	fam_mean_PC1	fam_mean_PC2	fam_mean_PC3
Gelechiidae	82.23490759753594	140.60533880903492	17	0.7825937954772094	162.80451745379878	135.15564681724845	110.42422997946612	6.042767971842074	0.10898828115956537	4700	1	-1.5263138245543102	0.08827817550162599	-0.321997444998371
Geometridae	60.81551362683438	159.89140461215933	7	0.6630611085572243	175.5641509433962	157.08511530398323	133.36205450733752	4.154193722291038	0.06248649750125421	23002	4	1.0240197608432902	0.463480733355188	-0.185115824856262
Gracillariidae	84.79302325581395	119.64767441860465	16	0.7309124461576588	137.57558139534885	115.87441860465117	91.83081395348837	11.146807172172887	0.1423238978727262	1855	0	-1.6476727676171499	0.31736327739239	0.611906457895179
Hepialidae	80.75012735608762	134.50254712175243	10	0.6773444049648485	156.5267447784004	128.59067753438615	106.94218033622008	9.81518464203333	0.06977100420517764	652	2	0.8491947555876629	-0.7783738698667281	0.085900703349909
Hesperiidae	92.61959595959596	91.30666666666667	17	0.36680538017053044	110.16141414141414	85.78666666666666	70.24484848484849	15.696037751200064	0.06258886539694801	4113	3	1.62743766154448	-0.00870429517149	-0.06952028107248899
Lacturidae	67.92377222054836	173.20578487496235	16	0.8396755944604962	190.17083458873154	170.98373003916842	139.86803253992167	10.785112627841468	0.07976224785387097	120	0	-1.67556034483917	0.9794525708748759	-0.924543119153917
Lasiocampidae	81.86819318837792	126.75447373484702	14	0.7631987758629382	147.3367327304214	121.42832403309602	100.18953242255147	4.5098558504177335	0.05905511464618232	1952	4	1.75360616463674	0.06909780245976099	0.163819133921445
Limacodidae	100.95693108974359	141.14202724358975	17	0.709705610070827	172.85376602564102	132.21314102564102	103.8066907051282	4.515834027221399	0.060015854542969115	1672	4	1.08585420428541	0.332060775417647	-0.35374991927325705
Lycaenidae	108.26307242611237	125.42936018187723	19	0.7289547577562732	160.93212081844754	113.69827866190322	92.49821370574863	11.009469186104287	0.053347086533904076	5201	5	1.32414520449726	0.39487084767651903	-0.356023459252664
Megalopygidae	90.92292225201072	154.51474530831098	9	0.5744935400179184	177.68655049151027	150.5149687220733	114.17448614834674	3.574321451746438	0.06442701386605737	232	4	0.038664870602551	1.09379713517662	-0.040105485912498996
Mimallonidae	99.67940598383926	155.20768726796243	15	0.626864567356625	182.8525879012885	149.6422799737934	111.19021620441144	6.648222131229181	0.06558027297991632	194	4	1.5228977053673702	0.33381778388588895	0.33915966597879305
Nepticulidae	108.58607350096712	106.14055448098001	8	0.6980643434477097	123.45712443584785	104.02965828497743	71.25274016763379	9.015903369481023	0.13915003920501134	852	0	-1.53033588871852	0.401752490167211	0.968383373214727
Noctuidae	70.54658077304262	135.77081268582756	9	0.7763377609850601	154.82606541129832	130.65188305252727	111.90634291377602	5.7207553618730245	0.07124813115417028	11772	2	0.8053864588577059	-0.185316164741023	-0.560013230595495
Nolidae	80.71147928994083	133.55289940828402	13	0.6546602616879638	154.32378698224852	128.46295857988164	105.31266272189349	4.9930885239406635	0.06857123803883167	1738	2	0.89485998682343	-0.370679117718026	-0.5726490459363079
Notodontidae	73.82578143930216	140.2488490428883	10	0.7209218327786295	158.51296341167918	136.41725224133754	112.61545917131087	10.515849194563927	0.06911209418383728	3800	2	0.9469287527490858	-0.664032979345567	-0.013333674070075999
Nymphalidae	79.56533882110834	96.94281934440689	19	0.6448583303193065	120.36381008378656	88.29516389828017	79.95090401293547	14.390629935580208	0.05145065858288121	6152	5	0.9035882600991378	0.8420800907268999	-0.7865105383620671
Papilionidae	63.70750731231719	126.54744881377965	14	0.7660005239483406	140.53802404939876	123.53526161845954	105.6356841078973	5.931905029099892	0.05492875395732715	570	5	1.20544453871966	0.718099920664068	0.6998252249322321
Pieridae	91.57672050561797	162.9847261235955	17	0.7757322126310274	190.46365870786516	157.01404494382024	121.55459971910112	10.991005558362806	0.054786196524940635	1164	4	0.8709467288801941	0.402125608884108	-0.607753575975293
Plutellidae	70.32013201320132	147.74092409240924	14	0.7577706257980923	165.20379537953795	144.29991749174917	119.96039603960396	4.927805187588237	0.10494935708305603	150	1	-0.8460195900798191	-0.609641661692165	0.09894938483368701
Prodoxidae	55.65734265734266	158.69893264630107	11	0.8257519925588385	171.58446816341552	156.9297018770703	134.1475892528524	5.12525103592038	0.09933083267732466	97	0	-1.40922356824829	0.40512938331139897	-0.36980858010020795
Psychidae	85.99011532125206	121.02429983525535	16	0.6748431659643491	147.47405271828666	112.07186985172982	97.55580724876441	5.234862665599992	0.06104100475176178	1246	3	1.01490595024803	-0.39497171253350305	-0.6383111582153871
Pterophoridae	54.31624674196351	155.6498696785404	10	0.7724801494249844	169.88966116420505	152.66159860990444	133.78496959165943	10.387353920884467	0.11755182629280587	1318	1	-0.84408664977396	0.31575213841288896	0.5564480228191939
Pyralidae	75.6829457364341	145.49250645994832	16	0.7439743623124787	169.08165374677003	138.6452196382429	118.88630490956072	8.203391395432504	0.07352021054200945	5921	1	0.251213473453513	-0.236870589650512	-1.01580648334573
Riodinidae	135.5129990714949	114.13788300835654	21	0.6707860220016467	159.13540699473847	99.01470133085732	73.88084184463014	20.395759939937737	0.053226074841345075	1532	5	1.42715487866767	0.9152910503010491	0.28511659073401296
Roeslerstammiidae	84.90819502074689	120.92168049792531	12	0.841656228815697	136.25103734439833	118.88485477178423	91.26141078838174	9.444681257855327	0.12759637125245818	53	1	-0.586654678845377	-1.61351929248242	0.891993021130488
Saturniidae	112.13589743589743	133.87025641025642	22	0.7070914409614228	171.02615384615385	122.36632478632478	95.49128205128206	4.106959693356805	0.05804212274182217	2349	4	1.44578784442335	1.0483598693140401	0.28976217562542
Sematuridae	109.9938953967992	108.19864708793928	19	0.5811364726156767	130.26876753011055	103.44266622669527	74.58125721828081	7.976324949860528	0.0542998124280116	40	4	2.45543415135127	2.50316834531117	2.20989060786646
Sesiidae	64.3290676416819	122.94058500914076	9	0.889532216627927	135.89945155393053	120.35191956124315	102.08775137111517	8.544522741832157	0.21377316136745758	1397	1	-0.15421970339943802	-0.6867921532141059	2.00840377051956
Sphingidae	78.52933673469387	129.46875	16	0.718048906654954	148.66262755102042	124.79241071428571	103.2452168367347	5.84885676182377	0.08663854587166836	1463	2	0.678534447071639	-1.05684036956167	0.7026308437913551
Thyrididae	95.41694537346712	129.04526198439243	17	0.7661430825475882	152.99933110367894	123.28049052396878	95.59732441471571	4.746677031164701	0.06675908044698645	940	4	1.3883313605578402	-0.31679444126475503	-0.303386734356647
Tineidae	67.18934142114385	137.55025996533794	14	0.7253570507742589	155.42244367417678	133.04419410745234	114.16681109185441	4.696008289285018	0.1105239876632482	2110	1	-1.3744664776058602	-0.037492824774057	-0.07380659491041901
Tortricidae	80.58558799892847	156.45325475488883	15	0.8260673061064131	179.89418698098044	150.91534958478437	123.1039378515939	11.310713833691935	0.07407079145570115	10387	1	-0.321555984985159	-0.37012472349465003	-0.876539410411805
Uraniidae	41.9221172696489	155.57422919265727	6	0.6254990552511074	163.64462662626983	155.05150597041526	136.78595615754767	5.6464434196497795	0.057329526706432786	686	4	1.0664967230018598	0.20112542152783397	-0.248179289045874
Yponomeutidae	76.65981399902105	154.09446891825746	12	0.8905810151102207	170.13950073421438	152.67107195301028	119.05775819872736	6.6030897477885775	0.11944046649642302	362	0	-1.44118756957437	0.133572189343227	0.125166100417862
Zygaenidae	48.88716161886894	121.03430715625838	10	0.5823211282449222	134.61082819619406	116.45376574644867	108.85205038863576	4.2986740965183845	0.07658222172318435	1036	3	0.583016605114509	-0.620904742551604	-0.09566496880149801
